BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,FPL,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
HST,21Feb2021,Eastern,N,"1,298","1,261",0,"-1,261",,0,,,,,,,,"-1,261",,,,,0,,,0,338,0,338,0,"1,261",,0.59
HST,22Feb2021,Eastern,N,"1,345","1,400",0,"-1,400",,0,,,,,,,,"-1,400",,,,,0,,,0,391,0,391,0,"1,400",,0.62
HST,23Feb2021,Eastern,N,"1,513","1,475",0,"-1,475",,0,,,,,,,,"-1,475",,,,,0,,,0,396,0,396,0,"1,475",,0.59
HST,24Feb2021,Eastern,N,"1,577","1,350",0,"-1,350",,0,,,,,,,,"-1,350",,,,,0,,,0,355,0,355,0,"1,350",,0.58
HST,25Feb2021,Eastern,N,"1,434","1,431",0,"-1,431",,0,,,,,,,,"-1,431",,,,,0,,,0,376,0,376,0,"1,431",,0.58
HST,26Feb2021,Eastern,N,"1,521","1,518",0,"-1,518",,0,,,,,,,,"-1,518",,,,,0,,,0,421,0,421,0,"1,518",,0.61
HST,27Feb2021,Eastern,N,"1,646","1,592",0,"-1,592",,0,,,,,,,,"-1,592",,,,,0,,,0,449,0,449,0,"1,592",,0.62
HST,28Feb2021,Eastern,N,"1,683","1,607",0,"-1,607",,0,,,,,,,,"-1,607",,,,,0,,,0,453,0,453,0,"1,607",,0.62
HST,01Mar2021,Eastern,N,"1,633","1,607",0,"-1,607",,0,,,,,,,,"-1,607",,,,,0,,,0,480,0,480,0,"1,607",,0.66
HST,02Mar2021,Eastern,N,"1,722","1,562",0,"-1,562",,0,,,,,,,,"-1,562",,,,,0,,,0,484,0,484,0,"1,562",,0.68
HST,03Mar2021,Eastern,N,"1,659","1,531",0,"-1,531",,0,,,,,,,,"-1,531",,,,,0,,,0,466,0,466,0,"1,531",,0.67
HST,04Mar2021,Eastern,N,"1,621","1,257",0,"-1,257",,0,,,,,,,,"-1,257",,,,,0,,,0,361,0,361,0,"1,257",,0.63
HST,05Mar2021,Eastern,N,"1,329","1,267",0,"-1,267",,0,,,,,,,,"-1,267",,,,,0,,,0,337,0,337,0,"1,267",,0.59
HST,06Mar2021,Eastern,N,"1,372","1,260",0,"-1,260",,0,,,,,,,,"-1,260",,,,,0,,,0,335,0,335,0,"1,260",,0.59
HST,07Mar2021,Eastern,N,"1,323","1,241",0,"-1,241",,0,,,,,,,,"-1,241",,,,,0,,,0,304,0,304,0,"1,241",,0.54
HST,08Mar2021,Eastern,N,"1,320","1,130",0,"-1,130",,0,,,,,,,,"-1,130",,,,,0,,,0,276,0,276,0,"1,130",,0.54
HST,09Mar2021,Eastern,N,"1,302","1,195",0,"-1,195",,0,,,,,,,,"-1,195",,,,,0,,,0,274,0,274,0,"1,195",,0.51
HST,10Mar2021,Eastern,N,"1,283","1,285",0,"-1,285",,0,,,,,,,,"-1,285",,,,,0,,,0,291,0,291,0,"1,285",,0.50
HST,11Mar2021,Eastern,N,"1,366","1,364",0,"-1,364",,0,,,,,,,,"-1,364",,,,,0,,,0,317,0,317,0,"1,364",,0.51
HST,12Mar2021,Eastern,N,"1,440","1,341",0,"-1,341",,0,,,,,,,,"-1,341",,,,,0,,,0,310,0,310,0,"1,341",,0.51
HST,13Mar2021,Eastern,N,"1,450","1,352",0,"-1,352",,0,,,,,,,,"-1,352",,,,,0,,,0,317,0,317,0,"1,352",,0.52
HST,14Mar2021,Eastern,N,"1,385","1,336",0,"-1,336",,0,,,,,,,,"-1,336",,,,,0,,,0,318,0,318,0,"1,336",,0.52
HST,15Mar2021,Eastern,N,"1,504","1,455",0,"-1,455",,0,,,,,,,,"-1,455",,,,,0,,,0,343,0,343,0,"1,455",,0.52
HST,16Mar2021,Eastern,N,"1,561","1,469",0,"-1,469",,0,,,,,,,,"-1,469",,,,,0,,,0,342,0,342,0,"1,469",,0.51
HST,17Mar2021,Eastern,N,"1,544","1,512",0,"-1,512",,0,,,,,,,,"-1,512",,,,,0,,,0,367,0,367,0,"1,512",,0.54
HST,18Mar2021,Eastern,N,"1,596","1,590",0,"-1,590",,0,,,,,,,,"-1,590",,,,,0,,,0,396,0,396,0,"1,590",,0.55
HST,19Mar2021,Eastern,N,"1,672","1,561",0,"-1,561",,0,,,,,,,,"-1,561",,,,,0,,,0,346,0,346,0,"1,561",,0.49
HST,20Mar2021,Eastern,N,"1,584","1,273",0,"-1,273",,0,,,,,,,,"-1,273",,,,,0,,,0,265,0,265,0,"1,273",,0.46
HST,21Mar2021,Eastern,N,"1,315","1,248",0,"-1,248",,0,,,,,,,,"-1,248",,,,,0,,,0,260,0,260,0,"1,248",,0.46
HST,22Mar2021,Eastern,N,"1,304","1,247",0,"-1,247",,0,,,,,,,,"-1,247",,,,,0,,,0,262,0,262,0,"1,247",,0.46
HST,23Mar2021,Eastern,N,"1,340","1,301",0,"-1,301",,0,,,,,,,,"-1,301",,,,,0,,,0,276,0,276,0,"1,301",,0.47
HST,24Mar2021,Eastern,N,"1,344","1,433",0,"-1,433",,0,,,,,,,,"-1,433",,,,,0,,,0,317,0,317,0,"1,433",,0.49
HST,25Mar2021,Eastern,N,"1,567","1,671",0,"-1,671",,0,,,,,,,,"-1,671",,,,,0,,,0,398,0,398,0,"1,671",,0.52
HST,26Mar2021,Eastern,N,"1,768","1,701",0,"-1,701",,0,,,,,,,,"-1,701",,,,,0,,,0,415,0,415,0,"1,701",,0.54
HST,27Mar2021,Eastern,N,"1,750","1,667",0,"-1,667",,0,,,,,,,,"-1,667",,,,,0,,,0,402,0,402,0,"1,667",,0.53
HST,28Mar2021,Eastern,N,"1,722","1,709",0,"-1,709",,0,,,,,,,,"-1,709",,,,,0,,,0,411,0,411,0,"1,709",,0.53
HST,29Mar2021,Eastern,N,"1,805","1,615",0,"-1,615",,0,,,,,,,,"-1,615",,,,,0,,,0,396,0,396,0,"1,615",,0.54
HST,30Mar2021,Eastern,N,"1,771","1,691",0,"-1,691",,0,,,,,,,,"-1,691",,,,,0,,,0,407,0,407,0,"1,691",,0.53
HST,31Mar2021,Eastern,N,"1,792","1,758",0,"-1,758",,0,,,,,,,,"-1,758",,,,,0,,,0,434,0,434,0,"1,758",,0.54
HST,01Apr2021,Eastern,N,"1,657","1,599",0,"-1,599",,0,,,,,,,,"-1,599",,,,,0,,,0,375,0,375,0,"1,599",,0.52
HST,02Apr2021,Eastern,N,"1,431","1,281",0,"-1,281",,0,,,,,,,,"-1,281",,,,,0,,,0,254,0,254,0,"1,281",,0.44
HST,03Apr2021,Eastern,N,"1,339","1,146",0,"-1,146",,0,,,,,,,,"-1,146",,,,,0,,,0,219,0,219,0,"1,146",,0.42
HST,04Apr2021,Eastern,N,"1,206","1,238",0,"-1,238",,0,,,,,,,,"-1,238",,,,,0,,,0,239,0,239,0,"1,238",,0.43
HST,05Apr2021,Eastern,N,"1,189","1,302",0,"-1,302",,0,,,,,,,,"-1,302",,,,,0,,,0,263,0,263,0,"1,302",,0.45
HST,06Apr2021,Eastern,N,"1,383","1,294",0,"-1,294",,0,,,,,,,,"-1,294",,,,,0,,,0,269,0,269,0,"1,294",,0.46
HST,07Apr2021,Eastern,N,"1,384","1,322",0,"-1,322",,0,,,,,,,,"-1,322",,,,,0,,,0,281,0,281,0,"1,322",,0.47
HST,08Apr2021,Eastern,N,"1,410","1,381",0,"-1,381",,0,,,,,,,,"-1,381",,,,,0,,,0,298,0,298,0,"1,381",,0.48
