BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,AZPS,EPE,GRID,PSCO,SRP,SWPP,TEPC,WACM,Subregion Frep,Subregion Jica,Subregion KAFB,Subregion KCEC,Subregion LAC,Subregion NTUA,Subregion PNM,Subregion TSGT,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
PNM,19Nov2015,Arizona,N,"41,284","39,630","36,510","-3,120",,,,,,,,,,"-11,109","1,265",,"-2,534",,506,"4,040","4,865",,,,,,,,,,,,,,,,,,,,,,,
PNM,20Nov2015,Arizona,N,"40,035","38,809","37,153","-1,656",,,,,,,,,,"-10,258","1,574",,"-2,359",,565,"3,600","5,367",,,,,,,,,,,,,,,,,,,,,,,
PNM,21Nov2015,Arizona,N,"40,606","38,071","35,043","-3,028",,,,,,,,,,"-9,741",828,,"-2,568",,414,"5,127","3,063",,,,,,,,,,,,,,,,,,,,,,,
PNM,22Nov2015,Arizona,N,"39,673","38,921","33,940","-4,981",,,,,,,,,,"-10,921","2,944",,"-3,084",,383,"5,699",160,,,,,,,,,,,,,,,,,,,,,,,
PNM,23Nov2015,Arizona,N,"40,671","39,779","35,804","-3,975",,,,,,,,,,"-11,684","7,842",,"-2,738",,-335,"2,585",513,,,,,,,,,,,,,,,,,,,,,,,
PNM,24Nov2015,Arizona,N,"40,138","38,989","35,259","-3,730",,,,,,,,,,"-10,151","8,448",,"-2,850",,-336,"1,238",70,,,,,,,,,,,,,,,,,,,,,,,
PNM,25Nov2015,Arizona,N,"39,252","38,216","34,156","-4,060",,,,,,,,,,"-10,752","8,190",,"-2,554",,-364,654,913,,,,,,,,,,,,,,,,,,,,,,,
PNM,26Nov2015,Arizona,N,"37,419","35,755","38,642","2,887",,,,,,,,,,"-7,290","5,502",,"-2,425",,-335,"3,173","4,410",,,,,,,,,,,,,,,,,,,,,,,
PNM,27Nov2015,Arizona,N,"38,620","38,582","43,677","5,095",,,,,,,,,,"-8,754","4,544",,"-2,036",,623,"3,244","7,626",,,,,,,,,,,,,,,,,,,,,,,
PNM,28Nov2015,Arizona,N,"39,358","39,548","43,332","3,784",,,,,,,,,,"-9,942","4,880",,"-2,225",,476,"3,962","6,799",,,,,,,,,,,,,,,,,,,,,,,
PNM,29Nov2015,Arizona,N,"39,155","38,256","46,902","8,646",,,,,,,,,,"-6,799","5,265",,"-2,133",,-238,"3,987","8,741",,,,,,,,,,,,,,,,,,,,,,,
PNM,30Nov2015,Arizona,N,"41,438","41,049","50,679","9,630",,,,,,,,,,"-7,287","6,299",,"-2,587",,382,"5,191","7,818",,,,,,,,,,,,,,,,,,,,,,,
PNM,01Dec2015,Arizona,N,"42,365","41,223","50,601","9,378",,,,,,,,,,"-9,038","6,774",,"-2,727",,"2,328","6,353","5,872",,,,,,,,,,,,,,,,,,,,,,,
PNM,02Dec2015,Arizona,N,"42,796","41,187","48,026","6,839",,,,,,,,,,"-9,105","6,842",,"-2,792",,-216,"7,009","5,427",,,,,,,,,,,,,,,,,,,,,,,
PNM,03Dec2015,Arizona,N,"42,109","40,772","49,369","8,597",,,,,,,,,,"-9,269","6,587",,"-2,284",,-333,"6,090","8,167",,,,,,,,,,,,,,,,,,,,,,,
PNM,04Dec2015,Arizona,N,"41,647","40,652","43,232","2,580",,,,,,,,,,"-11,955","5,854",,"-2,579",,856,"5,667","5,004",,,,,,,,,,,,,,,,,,,,,,,
PNM,05Dec2015,Arizona,N,"40,428","38,928","46,357","7,429",,,,,,,,,,"-8,168","6,109",,"-2,570",,538,"6,377","5,468",,,,,,,,,,,,,,,,,,,,,,,
PNM,06Dec2015,Arizona,N,"40,087","39,701","50,072","10,371",,,,,,,,,,"-6,484","5,717",,"-2,856",,275,"7,498","6,580",,,,,,,,,,,,,,,,,,,,,,,
PNM,07Dec2015,Arizona,N,"41,012","40,870","52,313","11,443",,,,,,,,,,"-4,395","3,342",,"-2,926",,380,"5,798","9,622",,,,,,,,,,,,,,,,,,,,,,,
PNM,08Dec2015,Arizona,N,"41,177","40,589","51,252","10,663",,,,,,,,,,"-2,249","2,070",,"-3,169",,-80,"6,153","8,357",,,,,,,,,,,,,,,,,,,,,,,
PNM,09Dec2015,Arizona,N,"40,891","39,450","52,014","12,564",,,,,,,,,,"-2,161","2,274",,"-3,034",,582,"6,223","8,912",,,,,,,,,,,,,,,,,,,,,,,
PNM,10Dec2015,Arizona,N,"39,909","38,807","50,879","12,072",,,,,,,,,,"-2,753","2,187",,"-2,518",,-516,"6,463","9,364",,,,,,,,,,,,,,,,,,,,,,,
PNM,11Dec2015,Arizona,N,"39,417","39,280","49,421","10,141",,,,,,,,,,"-4,859","2,495",,"-2,178",,690,"4,828","9,319",,,,,,,,,,,,,,,,,,,,,,,
PNM,12Dec2015,Arizona,N,"39,946","40,194","34,167","-6,027",,,,,,,,,,"-10,127","1,834",,"-2,213",,339,"1,375","2,940",,,,,,,,,,,,,,,,,,,,,,,
PNM,13Dec2015,Arizona,N,"40,256","40,511","35,895","-4,616",,,,,,,,,,"-8,137","1,657",,"-2,574",,-257,"3,253","1,629",,,,,,,,,,,,,,,,,,,,,,,
PNM,14Dec2015,Arizona,N,"42,075","42,396","38,856","-3,540",,,,,,,,,,"-10,303","3,962",,"-2,428",,439,"2,195","2,798",,,,,,,,,,,,,,,,,,,,,,,
PNM,15Dec2015,Arizona,N,"45,380","44,246","46,712","2,466",,,,,,,,,,"-9,234","7,472",,"-2,657",,-336,"3,015","4,417",,,,,,,,,,,,,,,,,,,,,,,
PNM,16Dec2015,Arizona,N,"46,286","44,497","42,392","-2,105",,,,,,,,,,"-12,916","9,036",,"-2,799",,-350,"4,405",728,,,,,,,,,,,,,,,,,,,,,,,
PNM,17Dec2015,Arizona,N,"46,532","44,582","43,338","-1,244",,,,,,,,,,"-11,951","9,596",,"-3,059",,-333,"3,700","1,009",,,,,,,,,,,,,,,,,,,,,,,
PNM,18Dec2015,Arizona,N,"45,054","43,193","47,484","4,291",,,,,,,,,,"-9,424","9,426",,"-2,964",,597,"3,158","3,687",,,,,,,,,,,,,,,,,,,,,,,
PNM,19Dec2015,Arizona,N,"42,419","41,650","41,323",-327,,,,,,,,,,"-7,679","8,878",,"-3,192",,377,-729,"2,201",,,,,,,,,,,,,,,,,,,,,,,
PNM,20Dec2015,Arizona,N,"41,585","40,205","43,878","3,673",,,,,,,,,,"-4,810","8,577",,"-2,944",,264,-587,"3,358",,,,,,,,,,,,,,,,,,,,,,,
PNM,21Dec2015,Arizona,N,"42,846","41,203","45,260","4,057",,,,,,,,,,"-5,470","9,470",,"-2,974",,377,-382,"3,345",,,,,,,,,,,,,,,,,,,,,,,
PNM,22Dec2015,Arizona,N,"42,774","42,381","43,934","1,553",,,,,,,,,,"-6,121","8,806",,"-3,256",,-337,-178,"2,965",,,,,,,,,,,,,,,,,,,,,,,
PNM,23Dec2015,Arizona,N,"41,282","41,220","49,594","8,374",,,,,,,,,,"-4,399","7,012",,"-2,603",,-42,505,"8,188",,,,,,,,,,,,,,,,,,,,,,,
PNM,24Dec2015,Arizona,N,"42,336","40,773","47,494","6,721",,,,,,,,,,"-7,520","7,504",,"-2,778",,-240,"2,153","7,938",,,,,,,,,,,,,,,,,,,,,,,
PNM,25Dec2015,Arizona,N,"40,128","38,596","46,885","8,289",,,,,,,,,,"-6,083","4,743",,"-2,589",,415,"3,765","8,334",,,,,,,,,,,,,,,,,,,,,,,
PNM,26Dec2015,Arizona,N,"42,606","42,517","47,669","5,152",,,,,,,,,,"-8,494","5,331",,"-3,025",,859,"3,852","7,008",,,,,,,,,,,,,,,,,,,,,,,
PNM,27Dec2015,Arizona,N,"43,447","43,144","44,989","1,845",,,,,,,,,,"-8,906","5,303",,"-3,302",,-372,"5,247","4,332",,,,,,,,,,,,,,,,,,,,,,,
PNM,28Dec2015,Arizona,N,"44,692","43,371","48,573","5,202",,,,,,,,,,"-7,796","6,605",,"-3,132",,"-1,188","5,044","6,098",,,,,,,,,,,,,,,,,,,,,,,
PNM,29Dec2015,Arizona,N,"45,137","43,380","47,650","4,270",,,,,,,,,,"-8,678","7,473",,"-3,153",,0,"3,496","5,576",,,,,,,,,,,,,,,,,,,,,,,
PNM,30Dec2015,Arizona,N,"45,233","43,251","44,502","1,251",,,,,,,,,,"-6,341","6,356",,"-3,166",,0,-235,"5,093",,,,,,,,,,,,,,,,,,,,,,,
PNM,31Dec2015,Arizona,N,"45,582","42,605","44,417","1,812",,,,,,,,,,"-5,646","5,392",,"-3,051",,0,-248,"5,856",,,,,,,,,,,,,,,,,,,,,,,
PNM,01Jan2016,Arizona,N,"44,841","42,494","44,413","1,919",,,,,,,,,,"-5,730","4,168",,"-3,522",,0,"2,069","5,398",,,,,,,,,,,,,,,,,,,,,,,
PNM,02Jan2016,Arizona,N,"42,899","41,646","48,661","7,015",,,,,,,,,,"-4,513","4,534",,"-3,397",,0,"3,122","7,718",,,,,,,,,,,,,,,,,,,,,,,
PNM,03Jan2016,Arizona,N,"42,180","41,133","47,163","6,030",,,,,,,,,,"-4,977","3,500",,"-2,968",,0,"2,049","8,862",,,,,,,,,,,,,,,,,,,,,,,
PNM,04Jan2016,Arizona,N,"43,054","42,979","48,651","5,672",,,,,,,,,,"-5,526","4,212",,"-3,375",,0,"2,681","8,088",,,,,,,,,,,,,,,,,,,,,,,
PNM,05Jan2016,Arizona,N,"43,429","42,797","49,251","6,454",,,,,,,,,,"-5,875","4,257",,"-3,305",,0,"4,143","7,617",,,,,,,,,,,,,,,,,,,,,,,
PNM,06Jan2016,Arizona,N,"42,975","42,475","50,091","7,616",,,,,,,,,,"-6,339","5,260",,"-3,170",,0,"5,158","7,039",,,,,,,,,,,,,,,,,,,,,,,
PNM,07Jan2016,Arizona,N,"42,952","42,192","53,457","11,265",,,,,,,,,,"-5,315","4,101",,"-2,419",,0,"6,027","9,242",,,,,,,,,,,,,,,,,,,,,,,
PNM,08Jan2016,Arizona,N,"43,817","43,196","49,741","6,545",,,,,,,,,,"-8,046","4,125",,"-2,806",,0,"5,322","8,377",,,,,,,,,,,,,,,,,,,,,,,
PNM,09Jan2016,Arizona,N,"43,803","42,150","49,442","7,292",,,,,,,,,,"-6,726","3,793",,"-3,020",,0,"5,476","8,209",,,,,,,,,,,,,,,,,,,,,,,
PNM,10Jan2016,Arizona,N,"43,674","42,580","48,486","5,906",,,,,,,,,,"-6,847","3,570",,"-3,598",,0,"7,396","5,836",,,,,,,,,,,,,,,,,,,,,,,
PNM,11Jan2016,Arizona,N,"45,600","44,437","47,892","3,455",,,,,,,,,,"-6,227","4,635",,"-3,674",,0,"3,342","5,850",,,,,,,,,,,,,,,,,,,,,,,
PNM,12Jan2016,Arizona,N,"45,091","43,750","45,077","1,327",,,,,,,,,,"-6,739","5,089",,"-3,669",,0,"3,336","3,798",,,,,,,,,,,,,,,,,,,,,,,
PNM,13Jan2016,Arizona,N,"44,356","43,243","47,699","4,456",,,,,,,,,,"-5,881","4,470",,"-3,330",,0,"3,861","5,801",,,,,,,,,,,,,,,,,,,,,,,
PNM,14Jan2016,Arizona,N,"43,983","42,220","48,838","6,618",,,,,,,,,,"-1,259","3,542",,"-3,294",,0,"2,304","5,746",,,,,,,,,,,,,,,,,,,,,,,
PNM,15Jan2016,Arizona,N,"43,810","42,673","46,037","3,364",,,,,,,,,,"-3,914","5,075",,"-3,169",,0,"2,350","3,431",,,,,,,,,,,,,,,,,,,,,,,
PNM,16Jan2016,Arizona,N,"43,214","41,245","44,494","3,249",,,,,,,,,,"-3,448","3,865",,"-3,095",,0,"3,526","2,842",,,,,,,,,,,,,,,,,,,,,,,
PNM,17Jan2016,Arizona,N,"42,200","40,089","40,911",822,,,,,,,,,,"-3,634","3,971",,"-3,003",,0,"2,962",929,,,,,,,,,,,,,,,,,,,,,,,
PNM,18Jan2016,Arizona,N,"42,673","41,058","46,139","5,081",,,,,,,,,,"-2,364","4,230",,"-3,227",,0,"3,489","3,326",,,,,,,,,,,,,,,,,,,,,,,
PNM,19Jan2016,Arizona,N,"42,680","40,328","52,492","12,164",,,,,,,,,,-875,"4,124",,"-2,613",,0,"4,242","7,682",,,,,,,,,,,,,,,,,,,,,,,
PNM,20Jan2016,Arizona,N,"41,855","39,932","49,875","9,943",,,,,,,,,,"-1,711","2,882",,"-2,493",,0,"3,529","8,071",,,,,,,,,,,,,,,,,,,,,,,
PNM,21Jan2016,Arizona,N,"42,358","41,233","49,922","8,689",,,,,,,,,,"-5,038","3,594",,"-2,933",,0,"5,513","7,958",,,,,,,,,,,,,,,,,,,,,,,
PNM,22Jan2016,Arizona,N,"42,052","40,972","45,478","4,506",,,,,,,,,,"-8,105","3,930",,"-2,792",,0,"6,174","5,710",,,,,,,,,,,,,,,,,,,,,,,
PNM,23Jan2016,Arizona,N,"40,252","39,169","49,585","10,416",,,,,,,,,,"-3,930","3,126",,"-2,492",,0,"6,079","7,938",,,,,,,,,,,,,,,,,,,,,,,
PNM,24Jan2016,Arizona,N,"40,009","38,648","51,736","13,088",,,,,,,,,,"-2,602","3,400",,"-2,547",,0,"6,066","9,073",,,,,,,,,,,,,,,,,,,,,,,
PNM,25Jan2016,Arizona,N,"41,772","41,191","51,514","10,323",,,,,,,,,,"-6,203","4,767",,"-2,735",,0,"6,925","7,959",,,,,,,,,,,,,,,,,,,,,,,
PNM,26Jan2016,Arizona,N,"42,951","41,911","42,562",651,,,,,,,,,,"-9,940","5,733",,"-2,063",,0,"5,130","2,212",,,,,,,,,,,,,,,,,,,,,,,
PNM,27Jan2016,Arizona,N,"42,618","41,624","45,271","3,647",,,,,,,,,,"-8,823","6,454",,"-1,952",,0,"5,802","2,587",,,,,,,,,,,,,,,,,,,,,,,
PNM,28Jan2016,Arizona,N,"42,200","40,496","48,019","7,523",,,,,,,,,,"-6,667","5,657",,"-2,538",,0,"6,887","4,571",,,,,,,,,,,,,,,,,,,,,,,
PNM,29Jan2016,Arizona,N,"41,038","39,597","52,696","13,099",,,,,,,,,,"-4,732","4,023",,"-2,179",,0,"9,435","6,886",,,,,,,,,,,,,,,,,,,,,,,
PNM,30Jan2016,Arizona,N,"39,085","37,555","50,421","12,866",,,,,,,,,,"-4,917","2,438",,"-1,590",,0,"9,035","8,100",,,,,,,,,,,,,,,,,,,,,,,
PNM,31Jan2016,Arizona,N,"38,875","36,952","48,407","11,455",,,,,,,,,,"-3,520","2,311",,"-2,339",,0,"8,013","7,200",,,,,,,,,,,,,,,,,,,,,,,
PNM,01Feb2016,Arizona,N,"41,027","41,410","43,752","2,342",,,,,,,,,,"-6,757","5,553",,"-2,744",,0,"3,177","3,385",,,,,,,,,,,,,,,,,,,,,,,
PNM,02Feb2016,Arizona,N,"42,861","42,942","40,558","-2,384",,,,,,,,,,"-9,658","5,292",,"-2,638",,0,"2,585","2,483",,,,,,,,,,,,,,,,,,,,,,,
PNM,03Feb2016,Arizona,N,"44,163","43,492","40,989","-2,503",,,,,,,,,,"-10,488","5,787",,"-2,758",,0,"3,374","2,067",,,,,,,,,,,,,,,,,,,,,,,
PNM,04Feb2016,Arizona,N,"44,528","44,029","46,459","2,430",,,,,,,,,,"-8,986","6,133",,"-2,705",,0,"4,250","4,215",,,,,,,,,,,,,,,,,,,,,,,
PNM,05Feb2016,Arizona,N,"43,725","43,245","50,002","6,757",,,,,,,,,,"-7,123","7,194",,"-2,658",,0,"5,360","4,406",,,,,,,,,,,,,,,,,,,,,,,
PNM,06Feb2016,Arizona,N,"42,298","41,094","44,969","3,875",,,,,,,,,,"-7,517","5,867",,"-2,737",,0,"6,076","2,577",,,,,,,,,,,,,,,,,,,,,,,
PNM,07Feb2016,Arizona,N,"40,846","39,116","35,262","-3,854",,,,,,,,,,"-8,001","4,974",,"-2,806",,0,"4,206","-1,866",,,,,,,,,,,,,,,,,,,,,,,
PNM,08Feb2016,Arizona,N,"41,234","40,010","35,477","-4,533",,,,,,,,,,"-8,840","6,574",,"-2,918",,0,"3,339","-2,333",,,,,,,,,,,,,,,,,,,,,,,
PNM,09Feb2016,Arizona,N,"40,798","39,544","40,332",788,,,,,,,,,,"-8,147","5,173",,"-2,677",,0,"5,049","1,786",,,,,,,,,,,,,,,,,,,,,,,
PNM,10Feb2016,Arizona,N,"39,730","39,144","40,737","1,593",,,,,,,,,,"-7,539","4,460",,"-2,884",,0,"7,238",692,,,,,,,,,,,,,,,,,,,,,,,
PNM,11Feb2016,Arizona,N,"39,356","38,647","47,473","8,826",,,,,,,,,,"-6,325","4,798",,"-2,498",,0,"8,487","4,682",,,,,,,,,,,,,,,,,,,,,,,
PNM,12Feb2016,Arizona,N,"38,899","38,121","40,938","2,817",,,,,,,,,,"-8,037","5,614",,"-2,528",,0,"6,396","1,688",,,,,,,,,,,,,,,,,,,,,,,
PNM,13Feb2016,Arizona,N,"37,291","36,530","42,498","5,968",,,,,,,,,,"-6,121","4,664",,"-2,463",,0,"7,380","2,813",,,,,,,,,,,,,,,,,,,,,,,
PNM,14Feb2016,Arizona,N,"36,994","35,983","42,172","6,189",,,,,,,,,,"-5,713","3,950",,"-2,301",,0,"6,670","3,886",,,,,,,,,,,,,,,,,,,,,,,
PNM,15Feb2016,Arizona,N,"38,415","37,632","40,591","2,959",,,,,,,,,,"-7,537","3,671",,"-2,681",,0,"7,354","2,454",,,,,,,,,,,,,,,,,,,,,,,
PNM,16Feb2016,Arizona,N,"38,558","37,583","36,273","-1,310",,,,,,,,,,"-9,299","4,943",,"-2,726",,0,"6,613",-576,,,,,,,,,,,,,,,,,,,,,,,
PNM,17Feb2016,Arizona,N,"38,174","36,991","34,821","-2,170",,,,,,,,,,"-9,791","6,686",,"-2,620",,0,"5,922","-2,161",,,,,,,,,,,,,,,,,,,,,,,
PNM,18Feb2016,Arizona,N,"37,604","36,708","41,225","4,517",,,,,,,,,,"-7,292","6,512",,"-2,454",,0,"6,994",914,,,,,,,,,,,,,,,,,,,,,,,
PNM,19Feb2016,Arizona,N,"36,974","36,388","35,077","-1,311",,,,,,,,,,"-8,008","6,759",,"-2,700",,0,"4,908","-2,043",,,,,,,,,,,,,,,,,,,,,,,
PNM,20Feb2016,Arizona,N,"36,046","35,264","36,658","1,394",,,,,,,,,,"-7,443","5,720",,"-2,432",,0,"5,001",828,,,,,,,,,,,,,,,,,,,,,,,
PNM,21Feb2016,Arizona,N,"35,630","35,254","35,104",-150,,,,,,,,,,"-8,575","4,361",,"-2,314",,0,"4,062","2,610",,,,,,,,,,,,,,,,,,,,,,,
PNM,22Feb2016,Arizona,N,"37,315","37,567","39,418","1,851",,,,,,,,,,"-9,227","4,648",,"-2,446",,0,"4,552","4,527",,,,,,,,,,,,,,,,,,,,,,,
PNM,23Feb2016,Arizona,N,"39,682","39,990","40,229",239,,,,,,,,,,"-9,167","4,169",,"-2,911",,2,"5,710","2,696",,,,,,,,,,,,,,,,,,,,,,,
PNM,24Feb2016,Arizona,N,"39,858","39,744","37,978","-1,766",,,,,,,,,,"-9,164","6,474",,"-2,797",,0,"3,009","1,052",,,,,,,,,,,,,,,,,,,,,,,
PNM,25Feb2016,Arizona,N,"39,774","38,480","30,432","-8,048",,,,,,,,,,"-10,752","7,261",,"-2,755",,0,-175,"-1,259",,,,,,,,,,,,,,,,,,,,,,,
PNM,26Feb2016,Arizona,N,"38,786","37,871","34,590","-3,281",,,,,,,,,,"-8,778","7,089",,"-2,877",,0,"1,730",-64,,,,,,,,,,,,,,,,,,,,,,,
PNM,27Feb2016,Arizona,N,"36,842","36,029","37,704","1,675",,,,,,,,,,"-6,422","7,148",,"-2,678",,0,"2,157","1,805",,,,,,,,,,,,,,,,,,,,,,,
PNM,28Feb2016,Arizona,N,"36,299","35,508","31,813","-3,695",,,,,,,,,,"-6,998","5,367",,"-2,837",,0,"1,796",-685,,,,,,,,,,,,,,,,,,,,,,,
PNM,29Feb2016,Arizona,N,"37,567","36,821","38,465","1,644",,,,,,,,,,"-6,691","7,534",,"-2,650",,0,"2,964",791,,,,,,,,,,,,,,,,,,,,,,,
PNM,01Mar2016,Arizona,N,"37,541","36,336","37,720","1,384",,,,,,,,,,"-7,177","7,257",,"-2,633",,0,"1,947","2,306",,,,,,,,,,,,,,,,,,,,,,,
PNM,02Mar2016,Arizona,N,"37,440","36,162","39,821","3,659",,,,,,,,,,"-6,351","5,591",,"-2,561",,0,"3,262","3,981",,,,,,,,,,,,,,,,,,,,,,,
PNM,03Mar2016,Arizona,N,"37,264","36,145","37,470","1,325",,,,,,,,,,"-7,492","5,272",,"-2,586",,0,"2,161","4,306",,,,,,,,,,,,,,,,,,,,,,,
PNM,04Mar2016,Arizona,N,"36,813","35,879","42,565","6,686",,,,,,,,,,"-5,926","5,496",,"-2,470",,0,"3,826","6,094",,,,,,,,,,,,,,,,,,,,,,,
PNM,05Mar2016,Arizona,N,"36,040","34,586","42,335","7,749",,,,,,,,,,"-5,625","5,689",,"-2,471",,0,"4,687","5,752",,,,,,,,,,,,,,,,,,,,,,,
PNM,06Mar2016,Arizona,N,"35,678","34,297","41,175","6,878",,,,,,,,,,"-5,232","3,746",,"-2,282",,0,"4,253","6,628",,,,,,,,,,,,,,,,,,,,,,,
PNM,07Mar2016,Arizona,N,"36,938","36,244","43,472","7,228",,,,,,,,,,"-6,201","6,178",,"-2,598",,0,"5,382","4,817",,,,,,,,,,,,,,,,,,,,,,,
PNM,08Mar2016,Arizona,N,"38,145","37,209","32,787","-4,422",,,,,,,,,,"-7,286","-1,634",,"-2,956",,0,"4,274","3,546",,,,,,,,,,,,,,,,,,,,,,,
PNM,09Mar2016,Arizona,N,"38,422","36,810","41,640","4,830",,,,,,,,,,"-3,737","4,632",,"-2,799",,0,404,"6,716",,,,,,,,,,,,,,,,,,,,,,,
PNM,10Mar2016,Arizona,N,"37,945","36,612","39,873","3,261",,,,,,,,,,"-2,823","1,953",,"-2,835",,0,"1,921","5,413",,,,,,,,,,,,,,,,,,,,,,,
PNM,11Mar2016,Arizona,N,"37,161","36,310","46,723","10,413",,,,,,,,,,"-2,966","4,029",,"-2,737",,0,"7,392","4,957",,,,,,,,,,,,,,,,,,,,,,,
PNM,12Mar2016,Arizona,N,"36,368","35,007","43,589","8,582",,,,,,,,,,"-6,201","5,020",,"-2,415",,0,"6,518","5,885",,,,,,,,,,,,,,,,,,,,,,,
PNM,13Mar2016,Arizona,N,"35,335","34,564","40,637","6,073",,,,,,,,,,"-6,128","3,800",,"-2,528",,0,"6,764","4,458",,,,,,,,,,,,,,,,,,,,,,,
PNM,14Mar2016,Arizona,N,"36,401","35,671","46,672","11,001",,,,,,,,,,"-5,163","5,722",,"-2,600",,0,"8,766","4,512",,,,,,,,,,,,,,,,,,,,,,,
PNM,15Mar2016,Arizona,N,"36,420","35,915","48,995","13,080",,,,,,,,,,"-3,272","7,231",,"-2,896",,0,"7,901","4,426",,,,,,,,,,,,,,,,,,,,,,,
PNM,16Mar2016,Arizona,N,"36,230","36,328","38,956","2,628",,,,,,,,,,"-6,723","7,894",,"-2,917",,0,"4,146",574,,,,,,,,,,,,,,,,,,,,,,,
PNM,17Mar2016,Arizona,N,"36,338","36,672","35,494","-1,178",,,,,,,,,,"-8,639","6,602",,"-2,628",,0,"1,931","1,886",,,,,,,,,,,,,,,,,,,,,,,
PNM,18Mar2016,Arizona,N,"36,041","36,018","43,629","7,611",,,,,,,,,,"-4,630","6,003",,"-2,475",,0,"2,204","6,830",,,,,,,,,,,,,,,,,,,,,,,
PNM,19Mar2016,Arizona,N,"35,418","34,895","41,382","6,487",,,,,,,,,,"-3,466","5,365",,"-2,593",,0,-312,"7,824",,,,,,,,,,,,,,,,,,,,,,,
PNM,20Mar2016,Arizona,N,"34,927","34,606","28,190","-6,416",,,,,,,,,,"-6,382","1,964",,"-2,780",,0,-366,"1,452",,,,,,,,,,,,,,,,,,,,,,,
PNM,21Mar2016,Arizona,N,"35,848","35,808","37,350","1,542",,,,,,,,,,"-2,589","5,378",,"-2,904",,0,72,"1,819",,,,,,,,,,,,,,,,,,,,,,,
PNM,22Mar2016,Arizona,N,"36,244","35,896","46,149","10,253",,,,,,,,,,"-1,458","7,405",,"-2,716",,0,"2,686","4,671",,,,,,,,,,,,,,,,,,,,,,,
PNM,23Mar2016,Arizona,N,"36,574","36,390","46,774","10,384",,,,,,,,,,"-1,991","7,785",,"-3,100",,0,"5,713","2,201",,,,,,,,,,,,,,,,,,,,,,,
PNM,24Mar2016,Arizona,N,"37,285","36,677","43,348","6,671",,,,,,,,,,"-3,720","7,112",,"-3,037",,0,"5,495","1,114",,,,,,,,,,,,,,,,,,,,,,,
PNM,25Mar2016,Arizona,N,"36,793","35,626","43,377","7,751",,,,,,,,,,"-2,922","6,488",,"-2,939",,0,"4,534","2,817",,,,,,,,,,,,,,,,,,,,,,,
PNM,26Mar2016,Arizona,N,"35,850","35,483","43,755","8,272",,,,,,,,,,"-2,232","5,747",,"-2,804",,0,"2,368","5,384",,,,,,,,,,,,,,,,,,,,,,,
PNM,27Mar2016,Arizona,N,"35,821","34,342","38,825","4,483",,,,,,,,,,"-2,986","4,335",,"-2,771",,0,"1,311","4,859",,,,,,,,,,,,,,,,,,,,,,,
PNM,28Mar2016,Arizona,N,"36,743","35,921","43,272","7,351",,,,,,,,,,"-2,866","5,338",,"-2,594",,0,"1,192","6,449",,,,,,,,,,,,,,,,,,,,,,,
PNM,29Mar2016,Arizona,N,"36,513","35,681","44,813","9,132",,,,,,,,,,"-1,681","4,162",,"-2,338",,0,"1,143","8,093",,,,,,,,,,,,,,,,,,,,,,,
PNM,30Mar2016,Arizona,N,"37,262","36,856","43,656","6,800",,,,,,,,,,"-2,293","4,836",,"-2,513",,0,992,"6,114",,,,,,,,,,,,,,,,,,,,,,,
PNM,31Mar2016,Arizona,N,"37,887","36,696","39,006","2,310",,,,,,,,,,"-4,093","5,079",,"-2,734",,0,-321,"4,721",,,,,,,,,,,,,,,,,,,,,,,
PNM,01Apr2016,Arizona,N,"37,987","36,679","34,251","-2,428",,,,,,,,,,"-4,853","5,554",,"-3,116",,0,145,130,,,,,,,,,,,,,,,,,,,,,,,
PNM,02Apr2016,Arizona,N,"36,530","35,179","34,626",-553,,,,,,,,,,"-2,433","5,677",,"-2,998",,0,-366,-125,,,,,,,,,,,,,,,,,,,,,,,
PNM,03Apr2016,Arizona,N,"35,595","34,309","37,676","3,367",,,,,,,,,,-119,"5,704",,"-2,834",,0,309,581,,,,,,,,,,,,,,,,,,,,,,,
PNM,04Apr2016,Arizona,N,"36,385","36,122","38,150","2,028",,,,,,,,,,-153,"6,430",,"-3,148",,0,768,"-1,616",,,,,,,,,,,,,,,,,,,,,,,
PNM,05Apr2016,Arizona,N,"36,220","35,000","40,515","5,515",,,,,,,,,,"1,095","7,704",,"-3,332",,0,"1,842","-1,546",,,,,,,,,,,,,,,,,,,,,,,
PNM,06Apr2016,Arizona,N,"36,328","35,079","37,880","2,801",,,,,,,,,,-230,"7,275",,"-3,251",,0,"2,325","-3,056",,,,,,,,,,,,,,,,,,,,,,,
PNM,07Apr2016,Arizona,N,"36,127","35,435","37,241","1,806",,,,,,,,,,-484,"6,905",,"-3,027",,0,"1,128","-2,482",,,,,,,,,,,,,,,,,,,,,,,
PNM,08Apr2016,Arizona,N,"35,925","35,508","34,327","-1,181",,,,,,,,,,"-2,396","7,357",,"-3,098",,0,"1,208","-4,140",,,,,,,,,,,,,,,,,,,,,,,
