BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,MISO,SOCO,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
AEC,03Nov2019,Central,N,,"11,952","7,232","-4,720","4,025","3,109",,,0,,,119,,"1,366","-6,086",2.21,0.91,,"4,041","1,282",,1,"5,324","2,147",757,"6,714","7,253","11,973",1.62,1.24
AEC,04Nov2019,Central,N,"21,141","10,863","7,056","-3,807","4,669","2,294",,,0,,,111,,"2,592","-6,399",2.21,0.91,,"4,689",946,,1,"5,635","2,516","1,573","6,578","7,074","10,881",1.76,1.33
AEC,05Nov2019,Central,N,"18,755","10,198","6,875","-3,323","4,650","2,131",,,0,,,114,,"3,070","-6,393",2.21,0.91,,"4,664",877,,1,"5,542","2,535","1,866","6,210","6,895","10,218",1.77,1.34
AEC,06Nov2019,Central,N,"18,723","10,423","6,635","-3,788","4,722","1,818",,,0,,,112,,"2,968","-6,756",2.21,0.91,,"4,742",749,,1,"5,492","2,678","1,810","6,360","6,652","10,440",1.82,1.34
AEC,07Nov2019,Central,N,"19,285","10,372","6,838","-3,534","4,865","1,877",,,0,,,115,,"3,119","-6,653",2.22,0.91,,"4,890",772,,1,"5,662","2,710","1,935","6,438","6,857","10,391",1.82,1.37
AEC,08Nov2019,Central,N,"18,713","10,286","6,820","-3,466","4,598","2,126",,,0,,,114,,"4,310","-7,776",2.22,0.91,,"4,624",877,,1,"5,502","3,173","2,555","6,120","6,838","10,304",1.77,1.31
AEC,09Nov2019,Central,N,"21,362","11,080","7,599","-3,481","4,015","4,195",,,0,,,108,,"4,078","-7,559",2.22,0.91,,"4,041","1,733",,1,"5,775","3,032","2,279","6,528","8,318","11,799",1.53,1.22
AEC,10Nov2019,Central,N,"21,577","11,169","7,910","-3,259","4,535","3,277",,,0,,,115,,"4,175","-7,434",2.22,0.91,,"4,567","1,354",,1,"5,922","3,065","2,443","6,544","7,927","11,186",1.65,1.29
AEC,11Nov2019,Central,N,"20,404","11,195","6,041","-5,154","5,431",515,,,0,,,115,,"4,029","-9,183",2.22,0.91,,"5,467",,,1,"5,694","4,032","2,563","7,162","6,093","11,247",2.06,1.40
AEC,12Nov2019,Central,N,"26,491","13,771","13,757",-14,"8,390","5,271",,,0,,,115,,"4,402","-4,416",2.22,0.91,,"8,451",,,1,"10,628","2,001","3,076","9,553","13,789","13,803",1.70,1.53
AEC,13Nov2019,Central,N,"34,218","17,047","18,851","1,803","8,205","10,549",,,0,,,115,,"4,817","-3,014",2.22,0.91,,"8,280","4,346",,1,"12,626","1,360","3,081","10,906","18,869","17,066",1.48,1.41
AEC,14Nov2019,Central,N,"29,265","14,871","16,596","1,724","4,856","11,647",,,0,,,117,,"4,673","-2,949",2.22,0.91,,"4,894","4,795",,1,"9,690","1,351","2,634","8,407","16,620","14,896",1.29,1.24
AEC,15Nov2019,Central,N,"26,332","13,667","10,725","-2,943","3,432","7,252",,,24,,,114,,"3,942","-6,885",2.22,0.91,,"3,461","2,988",,1,"6,449","2,990","2,104","7,335","10,822","13,765",1.31,1.17
AEC,16Nov2019,Central,N,"24,098","12,522","9,499","-3,024","4,246","5,157",,,0,,,114,,"4,402","-7,426",2.22,0.91,,"4,283","2,129",,1,"6,412","3,189","2,485","7,116","9,517","12,541",1.49,1.25
AEC,17Nov2019,Central,N,"22,669","11,211","6,249","-4,962","3,884","3,042",,,0,,,115,,"3,824","-8,786",2.22,0.91,,"3,913","1,253",,1,"5,167","3,791","2,166","6,793","7,041","12,003",1.62,1.25
AEC,18Nov2019,Central,N,"22,799","11,426","6,489","-4,937","4,071","2,975",,,0,,,115,,"3,341","-8,278",2.22,0.91,,"4,098","1,226",,1,"5,324","3,576","1,918","6,982","7,161","12,098",1.64,1.27
AEC,19Nov2019,Central,N,"22,402","12,126","8,894","-3,232","4,618","4,185",,,0,,,111,,"3,714","-6,946",2.22,0.91,,"4,650","1,723",,1,"6,375","3,063","2,211","7,227","8,914","12,146",1.58,1.31
AEC,20Nov2019,Central,N,"21,130","11,836","8,380","-3,456","4,575","3,715",,,0,,,111,,"4,583","-8,039",2.22,0.91,,"4,615","1,535",,1,"6,151","3,609","2,722","7,039","8,401","11,857",1.61,1.31
AEC,21Nov2019,Central,N,"20,639","11,590","6,983","-4,608","4,073","2,816",,,0,,,114,,"4,617","-9,225",2.22,0.91,,"4,108","1,160",,1,"5,269","4,070","2,658","6,681","7,003","11,611",1.66,1.27
AEC,22Nov2019,Central,N,"19,153","10,509","7,442","-3,067","4,237","3,110",,,0,,,115,,"4,493","-7,560",2.22,0.91,,"4,268","1,281",,1,"5,550","3,171","2,613","6,108","7,462","10,529",1.64,1.28
AEC,23Nov2019,Central,N,"18,743","9,850","6,379","-3,471","3,445","2,840",,,0,,,115,,"3,795","-7,266",2.22,0.91,,"3,470","1,173",,1,"4,644","2,798","2,066","5,376","6,400","9,871",1.60,1.20
AEC,24Nov2019,Central,N,"21,714","11,559","7,850","-3,709","4,440","3,088",,,222,,,115,,"4,439","-8,148",2.21,0.91,,"4,458","1,275",,2,"5,736","3,150","2,456","6,430","7,865","11,574",1.61,1.22
AEC,25Nov2019,Central,N,"23,509","12,731","11,080","-1,646","3,798","7,189",,,0,,,116,,"3,043","-4,689",2.22,0.91,,"3,824","2,968",,1,"6,793","1,828","1,665","6,955","11,103","12,749",1.35,1.20
AEC,26Nov2019,Central,N,"20,837","11,337","9,797","-1,397","3,221","7,073",,,0,,,115,,"2,015","-3,412",2.22,0.91,,"3,243","2,920",,1,"6,164","1,314","1,081","6,397","10,409","11,806",1.31,1.19
AEC,27Nov2019,Central,N,"19,402","10,334","7,865","-2,466",404,"8,000",,,0,,,114,,"2,924","-5,390",2.21,0.91,,,"3,299",,1,"3,877","2,038","1,196","4,719","8,689","11,155",0.98,0.93
AEC,28Nov2019,Central,N,"19,479","10,221","6,157","-4,064",-161,"6,111",,,109,,,115,,"4,256","-8,320",,0.91,,,"2,519",,1,"2,520","3,031","1,616","3,935","6,335","10,399",0.88,0.83
AEC,29Nov2019,Central,N,"19,846","9,919","6,348","-3,567",-160,"6,411",,,0,,,116,,"4,523","-8,090",,0.91,,,"2,637",,1,"2,638","2,950","1,730","3,858","6,527","10,094",0.89,0.84
AEC,30Nov2019,Central,N,,"10,029","6,889","-3,138",-162,"6,956",,,0,,,115,,"4,360","-7,498",,0.91,,,"2,876",,1,"2,876","2,760","1,686","3,950","7,071","10,209",0.90,0.85
AEC,01Dec2019,Central,N,"19,072","9,612","6,339","-3,274",413,"5,895",,,0,,,111,,"3,631","-6,905",2.21,0.91,,,"2,431",,1,"2,957","2,648","1,515","4,090","6,529","9,803",1.00,0.92
AEC,02Dec2019,Central,N,"26,226","13,313","11,373","-1,940","4,174","7,092",,,15,,,114,,"2,553","-4,493",2.22,0.91,,"4,198","2,915",,1,"7,114","1,817","1,422","7,508","11,395","13,335",1.38,1.24
AEC,03Dec2019,Central,N,"29,692","15,519","12,927","-2,592","4,245","8,526",,,60,,,115,,"1,845","-4,437",2.22,0.91,,"4,277","3,517",,1,"7,795","1,790","1,020","8,565","12,946","15,538",1.33,1.22
AEC,04Dec2019,Central,N,"26,506","14,035","12,661","-1,375","3,566","9,017",,,0,,,95,,"1,691","-3,066",2.21,0.91,,"3,581","3,713",,1,"7,295","1,225",914,"7,606","12,678","14,053",1.27,1.19
AEC,05Dec2019,Central,N,"24,010","12,878","13,785",907,"3,496","10,635",,,0,,,79,,"1,695",-789,2.22,0.91,,"3,519","4,391",,0,"7,910",491,"1,159","7,243","14,210","13,304",1.23,1.20
AEC,06Dec2019,Central,N,"21,168","11,921","12,511",590,276,"12,621",,,151,,,0,,"1,224",-634,2.21,0.91,,,"5,199",,1,"5,671",292,557,"5,405","13,241","12,651",0.94,0.94
AEC,07Dec2019,Central,N,"19,763","10,476","12,192","1,716",-169,"12,325",,,0,,,57,,"1,764",-48,,0.91,,,"5,087",,0,"5,087",168,875,"4,380","12,382","10,666",0.91,0.91
AEC,08Dec2019,Central,N,"19,787","10,360","11,269",909,-172,"11,344",,,0,,,115,,"2,250","-1,341",,0.91,,,"4,677",,1,"4,678",532,921,"4,289","11,459","10,550",0.90,0.90
AEC,09Dec2019,Central,N,"19,099","10,248","12,338","2,090",-157,"12,398",,,0,,,115,,"2,406",-316,,0.91,,,"5,117",,1,"5,118",203,"1,060","4,261","12,513","10,423",0.90,0.90
AEC,10Dec2019,Central,N,"19,456","10,516","12,647","2,131",-156,"12,815",,,0,,,115,,"2,673",-542,,0.91,,,"5,288",,1,"5,289",257,"1,133","4,413","12,930","10,799",0.90,0.90
AEC,11Dec2019,Central,N,"23,489","13,801","15,607","1,806",-153,"16,056",,,153,,,115,,"1,490",316,,0.91,,,"6,623",,2,"6,625",83,821,"5,887","16,324","14,518",0.89,0.89
AEC,12Dec2019,Central,N,"25,953","14,902","18,230","3,328",-150,"18,269",,,15,,,116,,"1,601","1,727",,0.91,,,"7,532",,1,"7,532",0,"1,362","6,170","18,400","15,072",0.90,0.90
AEC,13Dec2019,Central,N,"22,667","13,547","14,615","1,068",-148,"14,665",,,0,,,116,,324,744,,0.91,,,"6,040",,1,"6,041",199,615,"5,625","14,781","13,713",0.90,0.90
AEC,14Dec2019,Central,N,"21,832","12,148","12,981",833,-149,"13,034",,,0,,,116,,"1,067",-234,,0.91,,,"5,353",,1,"5,354",179,524,"5,010","13,150","12,317",0.90,0.90
AEC,15Dec2019,Central,N,"21,732","11,812","12,413",601,-134,"12,451",,,0,,,116,,845,-244,,0.91,,,"5,113",,1,"5,114",204,463,"4,855","12,567","11,966",0.90,0.89
AEC,16Dec2019,Central,N,"19,641","10,338","11,105",767,-120,"11,692",,,0,,,113,,378,389,,0.91,,,"4,815",,1,"4,815",387,651,"4,552","11,805","11,038",0.90,0.91
AEC,17Dec2019,Central,N,"21,763","12,211","13,046",835,-122,"13,556",,,0,,,111,,62,773,,0.91,,,"5,588",,1,"5,588",329,630,"5,287","13,667","12,832",0.90,0.91
AEC,18Dec2019,Central,N,"31,076","16,798","22,059","5,261",-97,"22,060",,,0,,,113,,184,"5,077",,0.91,,,"9,086",,1,"9,087",147,"2,283","6,951","22,173","16,912",0.90,0.91
AEC,19Dec2019,Central,N,"32,746","17,184","22,247","5,062",-66,"22,215",,,0,,,116,,"-1,141","6,203",,0.91,,,"9,151",,1,"9,151",598,"2,576","7,174","22,331","17,269",0.90,0.92
AEC,20Dec2019,Central,N,"29,690","14,925","18,757","3,831",-92,"18,406",,,341,,,116,,360,"3,471",,0.91,,,"7,591",,3,"7,594",115,"1,660","6,048","18,863","15,032",0.89,0.89
AEC,21Dec2019,Central,N,"26,022","12,681","12,821",140,-120,"13,241",,,0,,,115,,-139,279,,0.91,,,"5,466",,1,"5,466",173,218,"5,421","13,356","13,216",0.90,0.90
AEC,22Dec2019,Central,N,"24,030","12,047","12,611",565,-117,"13,076",,,0,,,115,,595,-30,,0.91,,,"5,389",,1,"5,389",89,321,"5,157","13,191","12,626",0.90,0.90
AEC,23Dec2019,Central,N,"23,582","11,683","12,178",601,-114,"12,586",,,10,,,115,,220,381,,0.91,,,"5,181",,1,"5,182",161,386,"4,957","12,711","12,110",0.90,0.90
AEC,24Dec2019,Central,N,"20,889","10,145","11,067",922,-111,"11,027",,,37,,,113,,13,909,,0.91,,,"4,544",,1,"4,545",95,456,"4,183","11,177","10,255",0.90,0.90
AEC,25Dec2019,Central,N,"20,215","9,752","10,731",979,-113,"10,679",,,48,,,115,,154,825,,0.91,,,"4,395",,1,"4,396",33,431,"3,997","10,842","9,863",0.89,0.89
AEC,26Dec2019,Central,N,"20,977","9,726","11,662","1,936",-110,"11,618",,,36,,,111,,-122,"2,057",,0.91,,,"4,789",,1,"4,790",110,887,"4,012","11,765","9,830",0.90,0.90
AEC,27Dec2019,Central,N,"19,348","9,196","10,951","1,755",-110,"10,897",,,46,,,115,,463,"1,292",,0.91,,,"4,496",,1,"4,497",24,738,"3,783","11,058","9,303",0.90,0.90
AEC,28Dec2019,Central,N,"19,104","8,862","9,649",787,-111,"9,605",,,24,,,115,,-183,970,,0.91,,,"3,955",,1,"3,955",108,420,"3,644","9,744","8,957",0.89,0.90
AEC,29Dec2019,Central,N,"148,448","9,090","10,126","1,036",-105,"10,069",,,40,,,114,,-378,"1,414",,0.91,,,"4,157",,1,"4,158",164,588,"3,734","10,223","9,187",0.90,0.90
AEC,30Dec2019,Central,N,"20,463","9,464","10,994","1,530",-111,"10,958",,,30,,,115,,690,840,,0.91,,,"4,519",,1,"4,520",14,636,"3,898","11,103","9,573",0.90,0.90
AEC,31Dec2019,Central,N,,"12,269","14,878","2,609",-110,"14,866",,,0,,,115,,608,"2,001",,0.91,,,"6,109",,1,"6,109",18,"1,081","5,046","14,981","12,372",0.90,0.90
AEC,01Jan2020,Central,N,"26,407","12,440","14,106","1,667",-110,"14,072",,,28,,,114,,"1,348",319,,0.90,,,"5,776",,1,"5,777",137,838,"5,076","14,214","12,547",0.90,0.89
AEC,02Jan2020,Central,N,"21,291","10,355","12,526","2,171",-111,"12,531",,,4,,,115,,362,"1,809",,0.90,,,"5,118",,1,"5,119",41,913,"4,247","12,650","10,479",0.89,0.89
AEC,03Jan2020,Central,N,"18,588","9,810","11,880","2,070",-113,"11,833",,,45,,,113,,478,"1,592",,0.90,,,"4,832",,1,"4,833",7,840,"4,000","11,991","9,921",0.89,0.89
AEC,04Jan2020,Central,N,"20,962","10,025","10,681",656,-114,"10,631",,,48,,,114,,"1,379",-723,,0.90,,,"4,339",,1,"4,340",247,555,"4,032","10,793","10,137",0.89,0.88
AEC,05Jan2020,Central,N,"26,570","13,332","12,848",-484,-116,"12,811",,,46,,,115,,708,"-1,192",,0.90,,,"5,248",,1,"5,249",476,346,"5,379","12,972","13,456",0.89,0.88
AEC,06Jan2020,Central,N,"24,701","12,898","12,632",-266,-116,"12,586",,,48,,,116,,155,-421,,0.90,,,"5,130",,1,"5,131",314,235,"5,209","12,750","13,016",0.89,0.88
AEC,07Jan2020,Central,N,"22,944","12,154","12,889",735,-116,"12,843",,,48,,,116,,252,483,,0.90,,,"5,223",,1,"5,224",104,409,"4,919","13,007","12,272",0.89,0.88
AEC,08Jan2020,Central,N,"25,848","14,354","14,377",23,-120,"14,347",,,48,,,115,,401,-378,,0.90,,,"5,841",,1,"5,842",303,341,"5,804","14,510","14,487",0.89,0.88
AEC,09Jan2020,Central,N,"23,596","13,105","13,600",495,-122,"13,568",,,48,,,116,,63,432,,0.90,,,"5,531",,1,"5,532",143,349,"5,327","13,732","13,237",0.89,0.89
AEC,10Jan2020,Central,N,"19,093","10,029","12,224","2,195",-121,"12,199",,,37,,,114,,-188,"2,383",,0.90,,,"4,965",,1,"4,966",128,"1,007","4,088","12,350","10,155",0.89,0.89
AEC,11Jan2020,Central,N,"18,639","9,667","10,817","1,150",-124,"10,795",,,31,,,115,,-221,"1,371",,0.89,,,"4,382",,1,"4,383",240,695,"3,928","10,941","9,791",0.88,0.88
AEC,12Jan2020,Central,N,"18,603","9,748","11,593","1,845",-124,"11,552",,,48,,,116,,119,"1,726",,0.89,,,"4,688",,1,"4,689",80,808,"3,961","11,716","9,871",0.88,0.88
AEC,13Jan2020,Central,N,"18,860","10,252","11,723","1,471",-123,"11,685",,,45,,,114,,-400,"1,871",,0.90,,,"4,747",,1,"4,748",260,814,"4,194","11,844","10,373",0.88,0.89
AEC,14Jan2020,Central,N,"18,951","10,235","11,579","1,344",-124,"11,543",,,48,,,115,,-367,"1,711",,0.90,,,"4,692",,1,"4,693",263,758,"4,197","11,706","10,362",0.88,0.89
AEC,15Jan2020,Central,N,"19,456","10,283","11,172",889,-121,"11,133",,,44,,,115,,-264,"1,153",,0.90,,,"4,528",,1,"4,529",238,581,"4,186","11,292","10,403",0.88,0.89
AEC,16Jan2020,Central,N,"18,972","10,091","11,188","1,097",-137,"11,163",,,46,,,115,,-448,"1,545",,0.89,,,"4,529",,1,"4,530",276,667,"4,140","11,324","10,227",0.88,0.89
AEC,17Jan2020,Central,N,"19,793","10,175","12,262","2,087",-148,"12,131",,,161,,,115,,-399,"2,486",,0.90,,,"4,950",,2,"4,951",217,"1,024","4,145","12,407","10,320",0.88,0.89
AEC,18Jan2020,Central,N,"19,186","10,187","11,784","1,597",-147,"11,780",,,28,,,115,,-668,"2,265",,0.90,,,"4,814",,1,"4,814",302,921,"4,195","11,923","10,326",0.89,0.90
AEC,19Jan2020,Central,N,"23,557","11,542","12,239",697,-155,"12,234",,,43,,,115,,-169,866,,0.90,,,"4,971",,1,"4,972",213,458,"4,728","12,392","11,695",0.88,0.89
AEC,20Jan2020,Central,N,"34,662","16,539","21,613","5,074",-133,"21,601",,,25,,,114,,76,"4,998",,0.90,,,"8,774",,1,"8,774",176,"2,189","6,762","21,740","16,666",0.89,0.89
AEC,21Jan2020,Central,N,"38,169","19,217","26,145","6,928",-106,"26,091",,,48,,,115,,795,"6,133",,0.90,,,"10,644",,1,"10,645",27,"2,833","7,840","26,254","19,326",0.89,0.89
AEC,22Jan2020,Central,N,"35,158","17,621","22,968","5,347",-93,"22,905",,,48,,,112,,229,"5,118",,0.90,,,"9,352",,1,"9,353",77,"2,238","7,193","23,065","17,718",0.89,0.89
AEC,23Jan2020,Central,N,"27,895","13,692","14,446",754,-92,"14,376",,,48,,,114,,-29,783,,0.90,,,"5,863",,1,"5,864",138,425,"5,578","14,538","13,784",0.89,0.89
AEC,24Jan2020,Central,N,"21,848","11,075","11,200",125,-107,"11,143",,,48,,,115,,279,-154,,0.90,,,"4,526",,1,"4,527",165,234,"4,458","11,306","11,181",0.88,0.88
AEC,25Jan2020,Central,N,"25,727","13,336","13,626",290,-110,"13,575",,,48,,,115,,338,-48,,0.90,,,"5,514",,1,"5,515",147,281,"5,381","13,738","13,448",0.88,0.88
AEC,26Jan2020,Central,N,"26,280","13,958","14,288",330,-106,"14,239",,,48,,,115,,30,300,,0.90,,,"5,789",,1,"5,790",184,312,"5,662","14,402","14,072",0.89,0.89
AEC,27Jan2020,Central,N,"23,600","12,901","12,583",-318,-108,"12,542",,,33,,,115,,204,-522,,0.90,,,"5,094",,1,"5,095",276,179,"5,192","12,690","13,008",0.89,0.88
AEC,28Jan2020,Central,N,"23,959","13,366","13,197",-169,-106,"13,153",,,31,,,115,,367,-536,,0.90,,,"5,345",,1,"5,346",246,214,"5,379","13,299","13,468",0.89,0.88
AEC,29Jan2020,Central,N,"26,036","14,444","14,303",-141,-109,"14,127",,,179,,,106,,127,-268,,0.89,,,"5,734",,2,"5,736",194,164,"5,766","14,412","14,553",0.88,0.87
AEC,30Jan2020,Central,N,"24,552","13,262","13,938",676,-109,"13,907",,,24,,,109,,958,-282,,0.90,,,"5,652",,1,"5,653",292,627,"5,317","14,040","13,364",0.89,0.88
AEC,31Jan2020,Central,N,,"12,829","12,767",-62,-107,"12,723",,,38,,,116,,563,-625,,0.90,,,"5,182",,1,"5,183",234,243,"5,174","12,877","12,939",0.89,0.88
AEC,01Feb2020,Central,N,"24,213","13,226","13,384",158,-107,"13,343",,,34,,,115,,118,40,,0.90,,,"5,458",,1,"5,459",199,280,"5,378","13,492","13,334",0.89,0.89
AEC,02Feb2020,Central,N,"23,975","13,396","13,276",-120,-107,"13,236",,,24,,,115,,380,-500,,0.90,,,"5,427",,1,"5,428",227,219,"5,436","13,375","13,495",0.89,0.89
AEC,03Feb2020,Central,N,"21,644","11,647","11,741",94,-107,"11,713",,,23,,,116,,287,-193,,0.90,,,"4,792",,1,"4,793",170,240,"4,723","11,852","11,758",0.89,0.89
AEC,04Feb2020,Central,N,"19,416","10,428","12,076","1,648",-109,"12,030",,,37,,,115,,380,"1,268",,0.90,,,"4,901",,1,"4,902",3,666,"4,239","12,182","10,534",0.89,0.89
AEC,05Feb2020,Central,N,"19,321","9,962","11,102","1,140",-108,"11,065",,,26,,,115,,256,884,,0.90,,,"4,501",,1,"4,502",68,535,"4,036","11,206","10,066",0.89,0.88
AEC,06Feb2020,Central,N,"19,246","10,384","11,612","1,228",-108,"11,588",,,48,,,81,,378,850,,0.90,,,"4,725",,1,"4,726",16,516,"4,225","11,717","10,489",0.89,0.89
AEC,07Feb2020,Central,N,"26,077","14,119","16,094","1,975",-110,"16,050",,,44,,,112,,570,"1,405",,0.90,,,"6,553",,1,"6,554",76,897,"5,733","16,206","14,231",0.89,0.89
AEC,08Feb2020,Central,N,"24,640","13,888","15,785","1,897",-109,"15,731",,,48,,,115,,56,"1,841",,0.90,,,"6,442",,1,"6,443",58,817,"5,684","15,894","13,997",0.89,0.90
AEC,09Feb2020,Central,N,"22,201","11,401","11,577",176,-112,"11,521",,,48,,,116,,-112,288,,0.90,,,"4,729",,1,"4,730",145,255,"4,619","11,685","11,509",0.89,0.88
AEC,10Feb2020,Central,N,"19,928","10,599","12,085","1,486",-112,"11,950",,,127,,,116,,-64,"1,550",,0.90,,,"4,879",,2,"4,880",50,634,"4,296","12,193","10,707",0.88,0.88
AEC,11Feb2020,Central,N,"19,730","10,395","11,173",778,-106,"11,157",,,48,,,70,,-54,832,,0.90,,,"4,557",,1,"4,557",97,412,"4,242","11,275","10,497",0.89,0.89
AEC,12Feb2020,Central,N,"20,123","10,194","11,247","1,058",-110,"11,316",,,44,,,115,,-27,"1,085",,0.90,,,"4,627",,1,"4,628",113,533,"4,209","11,475","10,417",0.89,0.89
AEC,13Feb2020,Central,N,"19,866","9,981","10,897",936,-112,"11,522",,,34,,,115,,479,457,,0.90,,,"4,701",,1,"4,702",113,525,"4,290","11,671","10,735",0.89,0.88
AEC,14Feb2020,Central,N,"24,288","12,277","11,834",-443,-111,"11,780",,,48,,,115,,497,-940,,0.90,,,"4,822",,1,"4,823",311,216,"4,919","11,943","12,386",0.89,0.88
AEC,15Feb2020,Central,N,"27,206","12,813","12,554",-259,-110,"12,501",,,48,,,116,,408,-667,,0.90,,,"5,124",,1,"5,125",242,200,"5,167","12,665","12,924",0.89,0.88
AEC,16Feb2020,Central,N,"23,214","12,026","12,178",152,-109,"12,121",,,48,,,115,,245,-93,,0.90,,,"4,954",,1,"4,955",98,183,"4,870","12,284","12,132",0.89,0.88
AEC,17Feb2020,Central,N,"20,494","10,909","12,099","1,190",-105,"12,037",,,48,,,115,,405,785,,0.90,,,"4,928",,1,"4,929",29,517,"4,441","12,200","11,010",0.89,0.89
AEC,18Feb2020,Central,N,"19,252","10,175","11,725","1,550",-100,"11,658",,,48,,,115,,290,"1,260",,0.90,,,"4,770",,1,"4,771",5,632,"4,145","11,821","10,271",0.89,0.89
AEC,19Feb2020,Central,N,"19,037","10,120","11,815","1,695",-105,"11,752",,,48,,,115,,315,"1,380",,0.90,,,"4,804",,1,"4,805",2,686,"4,121","11,915","10,220",0.89,0.89
AEC,20Feb2020,Central,N,"22,112","11,497","14,034","2,537",-105,"13,989",,,33,,,115,,350,"2,187",,0.90,,,"5,733",,1,"5,734",13,"1,042","4,705","14,137","11,600",0.89,0.89
AEC,21Feb2020,Central,N,"28,405","14,396","17,936","3,540",-110,"17,892",,,38,,,115,,683,"2,857",,0.91,,,"7,348",,1,"7,349",2,"1,444","5,907","18,045","14,505",0.90,0.90
AEC,22Feb2020,Central,N,"29,671","15,124","18,186","3,062",-107,"17,994",,,186,,,116,,759,"2,303",,0.91,,,"7,390",,2,"7,392",50,"1,298","6,144","18,296","15,234",0.89,0.89
AEC,23Feb2020,Central,N,"26,872","13,230","14,086",856,-105,"14,030",,,48,,,115,,784,72,,0.91,,,"5,761",,1,"5,762",100,474,"5,388","14,193","13,337",0.89,0.89
AEC,24Feb2020,Central,N,"21,159","10,901","12,171","1,270",-105,"12,113",,,48,,,115,,430,840,,0.90,,,"4,961",,1,"4,962",3,517,"4,449","12,276","11,006",0.89,0.89
AEC,25Feb2020,Central,N,"18,888","9,948","11,519","1,571",-105,"11,461",,,48,,,114,,429,"1,142",,0.91,,,"4,706",,1,"4,707",28,671,"4,065","11,623","10,052",0.89,0.89
AEC,26Feb2020,Central,N,"21,864","11,688","13,144","1,456",-106,"13,088",,,48,,,113,,"1,489",-7,,0.90,,,"5,353",,1,"5,354",99,710,"4,742","13,249","11,767",0.89,0.89
AEC,27Feb2020,Central,N,"29,071","14,691","17,216","2,525",-110,"17,165",,,46,,,110,,"2,304",221,,0.90,,,"7,013",,1,"7,014",153,"1,194","5,973","17,321","14,796",0.89,0.89
AEC,28Feb2020,Central,N,"28,625","14,471","15,644","1,173",-107,"15,313",,,322,,,116,,"1,245",-72,,0.90,,,"6,259",,3,"6,262",221,697,"5,786","15,751","14,578",0.88,0.88
AEC,29Feb2020,Central,N,,"12,406","12,306",-100,-107,"12,251",,,48,,,115,,"1,408","-1,508",,0.90,,,"5,029",,1,"5,030",534,568,"4,996","12,414","12,514",0.89,0.88
AEC,01Mar2020,Central,N,"22,261","11,656","11,475",-163,-104,"12,007",,,34,,,115,,"2,010","-2,173",,0.91,,,"4,930",,1,"4,931",737,794,"4,874","12,156","12,319",0.89,0.87
AEC,02Mar2020,Central,N,"19,980","10,483","11,628","1,145",-106,"11,574",,,48,,,116,,"2,479","-1,334",,0.90,,,"4,724",,1,"4,725",455,981,"4,200","11,738","10,593",0.89,0.87
AEC,03Mar2020,Central,N,"19,001","10,279","11,570","1,291",-103,"11,515",,,42,,,115,,"1,936",-645,,0.90,,,"4,701",,1,"4,701",238,795,"4,144","11,672","10,381",0.89,0.88
AEC,04Mar2020,Central,N,"18,997","10,316","11,900","1,584",-104,"11,846",,,48,,,110,,"2,199",-615,,0.90,,,"4,839",,1,"4,840",256,925,"4,170","12,004","10,420",0.89,0.88
AEC,05Mar2020,Central,N,"19,498","10,837","12,334","1,497",-104,"12,295",,,28,,,113,,"2,281",-784,,0.90,,,"5,046",,1,"5,047",354,"1,005","4,396","12,436","10,939",0.89,0.89
AEC,06Mar2020,Central,N,"22,308","11,161","12,514","1,353",-105,"12,483",,,20,,,115,,"3,096","-1,743",,0.90,,,"5,111",,1,"5,112",588,"1,229","4,471","12,618","11,265",0.89,0.87
AEC,07Mar2020,Central,N,"25,282","12,404","13,777","1,373",-105,"13,736",,,33,,,115,,"2,235",-862,,0.91,,,"5,643",,1,"5,644",293,912,"5,024","13,884","12,511",0.90,0.89
AEC,08Mar2020,Central,N,,"11,919","13,216",,-100,"13,175",,,33,,,110,,,,,0.91,,,"5,426",,1,"5,427",,,,"13,318",,0.90,
AEC,09Mar2020,Central,N,"21,042","10,683","12,302","1,619",-106,"12,275",,,18,,,112,,"2,902","-1,283",,0.90,,,"5,023",,1,"5,024",440,"1,159","4,304","12,405","10,786",0.89,0.88
AEC,10Mar2020,Central,N,"19,219","10,220","11,810","1,590",-107,"11,798",,,0,,,114,,"1,804",-214,,0.90,,,"4,810",,1,"4,811",165,836,"4,140","11,912","10,322",0.89,0.88
AEC,11Mar2020,Central,N,"19,295","10,188","11,572","1,197",-100,"11,554",,,0,,,113,,"1,105",92,,0.90,,,"4,722",,1,"4,723",106,607,"4,222","11,667","10,470",0.89,0.89
