BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,HQT,IESO,ISNE,PJM,Subregion ZONF,Subregion ZONC,Subregion ZONI,Subregion ZONB,Subregion ZONG,Subregion ZONK,Subregion ZONH,Subregion ZONE,Subregion ZONJ,Subregion ZOND,Subregion ZONA,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NYIS,10May2021,Eastern,N,"349,627","356,421","298,781","-57,640",0,"122,457","78,506","3,829","77,212",0,"8,789","7,921",,"-23,481","-9,318","-4,167","-20,669","27,653","37,651","13,674","23,028","21,055","45,712","6,223","17,623","113,642","13,445","36,581",,0.99,2.18,0,"54,745","3,779","1,149","59,672","20,452",85,"80,039","298,714","356,349",0.44,0.50
NYIS,11May2021,Eastern,N,"342,184","353,517","306,276","-47,241",0,"116,860","78,994","12,301","73,428",0,"18,561","6,059",,"-20,765","-8,835","-1,164","-16,478","27,193","37,504","13,488","23,369","19,901","43,794","6,180","17,860","112,533","13,707","37,860",,0.99,2.17,0,"52,265","12,080","1,179","65,524","17,537",424,"82,637","306,203","353,445",0.47,0.52
NYIS,12May2021,Eastern,N,"339,651","351,423","291,075","-60,348",0,"104,591","78,745","14,169","76,932",0,"11,100","5,466",,"-24,710","-10,643","-8,042","-16,954","27,421","36,737","13,400","22,743","20,074","43,307","6,240","17,837","112,466","13,724","37,341",,0.99,2.14,0,"46,798","13,723","1,147","61,669","21,028",0,"82,696","291,003","351,352",0.47,0.52
NYIS,13May2021,Eastern,N,"339,765","350,029","287,408","-62,621",0,"108,449","73,788","22,817","73,071",0,"4,720","4,497",,"-26,525","-10,488","-9,895","-15,713","27,246","36,309","13,437","22,514","20,065","44,179","6,065","17,416","112,234","13,518","36,907",,0.99,2.15,0,"48,561","22,218","1,040","71,819","21,263",0,"93,082","287,342","349,963",0.55,0.59
NYIS,14May2021,Eastern,N,"341,166","351,062","288,222","-62,840",0,"111,950","79,191","11,710","72,399",0,"7,507","5,393",,"-25,238","-11,013","-13,050","-13,540","27,130","35,699","13,754","21,994","20,546","44,675","6,016","17,181","114,713","13,237","35,986",,0.99,2.16,0,"50,253","11,486","1,096","62,834","19,746",0,"82,580","288,150","350,991",0.48,0.52
NYIS,15May2021,Eastern,N,"318,878","328,050","259,364","-68,686",0,"91,861","78,577","5,050","68,529",0,"8,167","7,108",,"-20,173","-11,478","-21,642","-15,394","25,490","32,864","12,835","20,474","19,329","42,562","5,757","15,997","106,969","12,788","32,854",,0.99,2.16,0,"41,111","4,945","1,082","47,138","20,793",0,"67,931","259,292","327,979",0.40,0.46
NYIS,16May2021,Eastern,N,"315,134","327,384","262,986","-64,398",0,"95,088","78,385","8,971","72,552",0,"2,795","5,122",,"-23,356","-7,315","-18,133","-15,593","25,665","32,903","12,641","20,486","19,473","42,476","5,917","16,000","106,379","12,753","32,563",,0.99,2.14,0,"42,568","8,724","1,058","52,350","20,064",16,"72,398","262,913","327,310",0.44,0.49
NYIS,17May2021,Eastern,N,"351,840","362,224","302,489","-59,735",0,"127,873","78,621","11,176","72,706",0,"3,319","8,716",,"-25,054","-11,127","-6,876","-16,678","28,350","36,063","13,971","22,909","20,824","46,771","6,203","17,424","119,562","13,051","36,963",,0.99,2.16,0,"57,213","10,936","1,088","69,237","20,070",37,"89,270","302,411","362,146",0.50,0.54
NYIS,18May2021,Eastern,N,"362,067","377,601","312,804","-64,797",0,"135,653","79,460","12,369","70,941",0,"6,957","7,360",,"-26,084","-7,830","-10,032","-20,853","29,526","36,666","14,719","23,903","21,871","49,266","6,610","17,585","125,449","13,201","38,670",,0.99,2.13,0,"60,682","11,976","1,097","73,755","21,561",42,"95,273","312,740","377,539",0.52,0.56
NYIS,19May2021,Eastern,N,"387,706","403,734","326,510","-77,224",0,"153,884","79,643","15,185","71,712",0,"1,672","4,341",,"-27,345","-8,964","-11,976","-28,938","30,863","39,060","16,151","25,202","23,481","54,211","7,295","17,879","135,636","13,181","40,646",,0.99,2.15,0,"68,797","14,818","1,048","84,663","26,275",112,"110,826","326,437","403,660",0.57,0.61
NYIS,20May2021,Eastern,N,"389,681","401,067","323,206","-77,861",0,"151,966","79,457","15,334","69,732",0,"1,814","4,835",,"-29,461","-11,965","-9,718","-26,717","32,829","41,521","14,990","27,107","23,351","50,085","7,174","19,634","127,285","13,369","43,580",,0.99,2.14,0,"68,069","14,904","1,038","84,011","26,536",0,"110,546","323,138","400,999",0.57,0.61
NYIS,21May2021,Eastern,N,"388,510","406,843","327,536","-79,307",0,"152,669","79,357","13,858","69,503",0,"6,453","5,627",,"-30,403","-13,979","-6,421","-28,503","33,897","43,890","14,779","29,190","24,133","49,304","7,296","20,542","125,978","13,724","43,975",,0.99,2.14,0,"68,477","13,457","1,072","83,006","27,103",13,"110,097","327,467","406,773",0.56,0.60
NYIS,22May2021,Eastern,N,"383,514","406,830","336,313","-70,517",0,"157,549","79,613","14,700","66,214",0,"12,775","5,386",,"-26,356","-7,863","-13,441","-22,858","33,788","39,985","15,759","26,531","26,030","56,446","7,541","18,785","131,007","13,447","37,380",,0.99,2.15,0,"70,604","14,353","1,092","86,049","23,677",0,"109,726","336,237","406,755",0.56,0.59
NYIS,23May2021,Eastern,N,"402,359","425,957","343,601","-82,356",0,"171,513","78,978","9,769","64,461",0,"12,153","6,658",,"-23,631","-16,106","-16,736","-25,881","32,155","38,658","18,211","24,350","27,622","65,327","7,955","17,920","143,933","13,083","36,613",,0.99,2.19,0,"76,990","9,683","1,081","87,754","27,901",0,"115,655","343,532","425,886",0.56,0.60
NYIS,24May2021,Eastern,N,"390,662","384,548","316,987","-67,561",0,"147,855","79,328","14,844","67,577",0,"2,888","4,412",,"-25,654","-14,370","-7,314","-20,222","29,160","38,042","15,120","23,692","22,034","51,324","6,289","17,693","128,641","13,078","39,342",,0.99,2.16,0,"66,230","14,512","1,027","81,769","24,649",183,"106,235","316,904","384,464",0.57,0.61
NYIS,25May2021,Eastern,N,"383,867","395,964","328,722","-67,242",0,"145,782","77,248","16,654","68,765",0,"15,584","4,616",,"-25,220","-11,996","-9,723","-20,302","31,512","42,056","14,711","28,661","23,029","48,713","6,401","19,376","124,219","13,266","43,890",,0.99,2.13,0,"65,147","16,107","1,107","82,361","24,251",58,"106,554","328,649","395,890",0.55,0.59
NYIS,26May2021,Eastern,N,"426,921","444,047","380,206","-63,841",0,"193,754","78,470","12,332","65,537",0,"24,159","5,883",,"-26,022","-13,205","-10,168","-14,453","35,984","44,450","17,762","29,646","29,263","57,426","8,063","20,630","143,580","14,046","43,062",,0.99,2.16,0,"86,611","12,090","1,159","99,860","23,010",0,"122,870","380,135","443,983",0.58,0.61
NYIS,27May2021,Eastern,N,"411,466","421,184","345,114","-76,070",0,"170,599","78,928","11,738","66,912",0,"8,984","7,887",,"-27,752","-15,745","-17,934","-14,637","31,602","37,589","17,548","23,532","26,686","61,874","7,756","18,067","144,678","13,465","38,255",,0.99,2.16,0,"76,477","11,492","1,084","89,052","25,644",58,"114,638","345,048","421,116",0.57,0.60
NYIS,28May2021,Eastern,N,"378,830","376,794","295,103","-81,691",0,"136,296","77,498","1,462","64,538",0,"9,814","5,433",,"-37,118","-24,352",-714,"-19,508","30,312","37,880","14,109","23,908","21,858","50,009","6,249","19,017","121,714","13,993","37,612",,0.99,2.16,0,"61,032","1,429","1,048","63,509","29,300","1,336","91,473","295,041","376,733",0.47,0.54
NYIS,29May2021,Eastern,N,"342,736","344,443","256,025","-88,418",0,"102,173","77,826",2,"61,173",0,"10,431","4,362",,"-34,354","-32,026","-2,315","-19,722","28,632","34,897","12,832","21,365","21,089","47,285","6,147","18,083","105,407","13,482","35,093",,0.99,2.23,0,"45,824",2,"1,024","46,850","29,296",343,"75,803","255,967","344,384",0.40,0.49
NYIS,30May2021,Eastern,N,"321,599","338,613","251,421","-87,192",0,"106,870","78,071",16,"58,498",0,"3,540","4,352",,"-38,120","-28,397","4,812","-25,485","28,533","34,222","12,664","19,778","21,120","46,757","6,244","17,998","104,357","13,608","33,204",,0.99,2.22,0,"48,045",16,962,"49,023","30,734","1,139","78,618","251,347","338,537",0.43,0.51
NYIS,31May2021,Eastern,N,"325,502","331,594","252,797","-78,797",0,"99,392","78,136",6,"63,893",0,"6,473","4,829",,"-38,015","-21,222","6,464","-26,025","27,981","32,441","12,507","20,166","19,886","44,192","5,857","17,294","104,281","13,624","33,227",,0.99,2.22,0,"44,541",6,"1,021","45,568","29,167","1,474","73,261","252,729","331,527",0.40,0.49
NYIS,01Jun2021,Eastern,N,"369,340","368,916","294,792","-74,124",0,"129,759","77,264","3,665","65,860",0,"10,593","7,584",,"-33,505","-16,498",-153,"-23,964","29,260","37,894","13,967","23,906","21,030","48,232","6,534","18,647","118,089","13,702","37,521",,0.98,2.17,0,"57,906","3,602","1,074","62,583","28,189",547,"90,224","294,725","368,845",0.47,0.54
NYIS,02Jun2021,Eastern,N,"382,844","384,575","307,516","-77,059",0,"153,579","75,227",257,"68,900",0,"5,029","4,460",,"-34,036","-13,638","-8,566","-20,817","30,689","39,950","14,580","25,199","22,767","50,588","6,973","19,285","122,150","13,799","38,458",,0.98,2.20,0,"68,438",257,"1,023","69,718","28,165",18,"97,864","307,452","384,509",0.50,0.56
NYIS,03Jun2021,Eastern,N,"387,659","394,875","320,018","-74,857",0,"155,751","79,199",67,"72,193",0,"8,337","4,405",,"-35,248","-10,450","-4,737","-24,423","32,058","40,777","14,543","26,283","23,250","51,742","7,110","20,428","125,374","13,968","39,213",,0.98,2.18,0,"69,423",66,"1,093","70,583","27,896",143,"98,335","319,952","394,810",0.49,0.55
NYIS,04Jun2021,Eastern,N,"400,444","417,200","323,895","-93,305",0,"157,928","79,377",436,"72,350",0,"8,863","4,868",,"-35,058","-18,326","-8,204","-31,721","33,951","42,488","15,861","27,675","25,455","54,778","7,475","20,686","134,942","13,957","39,802",,0.99,2.18,0,"70,576",431,"1,102","72,108","33,398",0,"105,506","323,822","417,131",0.49,0.56
NYIS,05Jun2021,Eastern,N,"406,987","435,041","346,408","-88,633",0,"172,869","78,231",39,"66,759",0,"23,509","4,936",,"-29,424","-20,375","-9,109","-29,727","34,884","42,085","17,519","28,251","28,247","62,395","8,682","20,239","139,282","13,930","39,401",,0.99,2.19,0,"77,479",39,"1,155","78,673","31,397",29,"110,041","346,343","434,978",0.50,0.56
NYIS,06Jun2021,Eastern,N,"449,680","480,108","381,189","-98,919",0,"209,633","79,003","6,432","66,657",0,"14,305","5,090",,"-32,212","-22,749","-8,477","-35,480","37,252","44,804","20,242","30,006","31,600","72,263","10,009","20,737","157,383","14,345","41,346",,0.99,2.14,0,"93,967","6,230","1,099","101,296","35,969",103,"137,162","381,120","480,038",0.59,0.63
NYIS,07Jun2021,Eastern,N,"509,369","538,108","448,060","-90,048",0,"266,053","78,761","11,668","74,076",0,"12,375","5,060",,"-36,009","-15,845","5,190","-43,387","42,138","50,142","22,712","34,407","35,145","74,477","10,867","23,658","182,078","15,116","47,237",,0.98,2.21,0,"118,768","11,713","1,134","131,615","39,233","1,978","168,871","447,993","538,044",0.65,0.69
NYIS,08Jun2021,Eastern,N,"517,164","535,458","457,030","-78,428",0,"275,348","78,898","15,705","74,968",0,"7,155","4,888",,"-32,628","-9,945","7,493","-43,354","42,883","49,545","22,056","32,878","33,261","75,045","10,358","23,308","183,066","15,096","47,831",,0.98,2.15,0,"122,741","15,302","1,105","139,148","35,238","2,490","171,896","456,962","535,396",0.67,0.71
NYIS,09Jun2021,Eastern,N,"518,012","545,958","452,372","-93,586",0,"269,287","79,248","15,097","79,171",0,"4,537","4,964",,"-36,994","-12,094","10,807","-55,304","41,183","49,488","23,048","33,071","33,801","81,672","10,948","23,136","185,200","14,991","49,287",,0.98,2.11,0,"119,809","14,483","1,119","135,410","43,027","3,556","174,881","452,304","545,889",0.66,0.71
NYIS,10Jun2021,Eastern,N,"463,104","482,074","394,088","-87,986",0,"222,568","79,369","13,927","68,635",0,"4,657","4,861",,"-34,863","-13,163","-11,828","-28,133","34,032","44,667","20,438","28,374","29,847","69,002","9,588","20,644","164,490","14,228","46,634",,0.98,2.13,0,"99,166","13,435","1,049","113,650","34,101",0,"147,751","394,017","482,004",0.64,0.68
NYIS,11Jun2021,Eastern,N,"419,060","415,274","330,157","-85,117",0,"160,855","78,720","13,734","67,552",0,"3,941","5,291",,"-23,256","-10,023","-9,831","-42,006","31,785","41,911","15,563","26,850","24,624","54,680","7,070","19,318","133,401","13,661","46,271",,0.98,2.13,0,"71,818","13,262","1,036","86,115","32,762",54,"118,824","330,093","415,209",0.58,0.63
NYIS,12Jun2021,Eastern,N,"380,772","383,299","294,641","-88,658",0,"129,550","78,836","13,453","66,517",0,845,"5,365",,"-27,721","-9,127","-14,476","-37,331","30,446","39,604","14,082","25,126","23,050","51,609","6,252","18,361","118,807","13,564","42,270",,0.98,2.11,0,"57,758","12,882","1,010","71,649","34,027",0,"105,676","294,566","383,221",0.54,0.61
NYIS,13Jun2021,Eastern,N,"377,111","384,833","300,999","-83,834",0,"137,465","79,568","12,438","62,803",0,"1,780","6,880",,"-27,289","-6,564","-7,962","-42,022","32,005","41,294","13,753","26,548","22,606","51,087","6,138","18,398","117,076","13,551","42,243",,0.98,2.13,0,"61,213","12,034","1,006","74,253","33,097",572,"106,778","300,934","384,771",0.54,0.61
NYIS,14Jun2021,Eastern,N,"416,506","417,920","330,303","-87,617",0,"160,080","79,751","13,770","64,413",0,"7,357","4,858",,"-36,475","-7,948","1,330","-44,523","33,817","43,976","15,531","26,981","24,484","55,876","6,754","20,666","134,552","14,068","41,084",,0.98,2.13,0,"71,255","13,316","1,042","85,613","35,971",824,"120,760","330,229","417,845",0.57,0.64
NYIS,15Jun2021,Eastern,N,"419,383","425,076","338,049","-87,027",0,"162,410","78,927","14,150","69,310",0,"8,526","4,659",,"-23,304","-9,811","3,492","-57,401","32,483","40,054","17,013","24,922","24,933","62,272","7,402","19,284","142,937","13,560","40,075",,0.98,2.14,0,"72,220","13,723","1,075","87,019","37,418","1,624","122,813","337,982","425,006",0.57,0.64
NYIS,16Jun2021,Eastern,N,"395,968","401,587","322,208","-79,379",0,"145,418","78,566","13,688","68,713",0,"10,576","5,178",,"-34,746","-10,593","9,231","-43,272","30,462","36,514","15,322","23,515","23,188","58,360","7,513","18,648","135,297","13,840","38,805",,0.98,2.14,0,"64,774","13,285","1,086","79,145","35,151","2,565","111,732","322,139","401,519",0.54,0.61
NYIS,17Jun2021,Eastern,N,"386,313","397,991","321,082","-76,909",0,"144,733","78,375","13,745","70,180",0,"8,495","5,486",,"-35,902","-11,476","11,359","-40,889","30,630","37,618","13,840","24,330","22,932","56,114","8,086","18,816","132,504","13,800","39,189",,0.98,2.14,0,"64,440","13,367","1,083","78,890","34,891","3,143","110,637","321,014","397,922",0.54,0.61
NYIS,18Jun2021,Eastern,N,"408,668","423,960","345,951","-78,009",0,"159,629","77,758","14,180","70,824",0,"18,509","4,975",,"-32,494","-12,968","8,607","-41,156","32,727","40,172","16,472","25,522","25,181","60,460","7,567","20,389","141,117","13,847","40,375",,0.98,2.14,0,"71,131","13,769","1,146","86,046","34,580","2,661","117,965","345,875","423,886",0.55,0.61
NYIS,19Jun2021,Eastern,N,"433,286","450,071","350,169","-99,902",0,"171,069","77,661","12,959","68,267",0,"14,105","6,038",,"-35,190","-11,385","-5,214","-48,114","35,660","41,802","18,393","27,513","29,209","68,663","8,627","20,689","144,873","13,848","40,666",,0.98,2.14,0,"76,355","12,574","1,106","90,035","38,532",170,"128,397","350,099","450,002",0.57,0.63
NYIS,20Jun2021,Eastern,N,"448,245","451,424","351,423","-100,001",0,"179,487","78,547","8,679","69,262",0,"5,879","9,503",,"-34,335","-11,819","-3,613","-50,230","36,173","41,374","18,152","27,001","29,289","67,968","8,699","20,452","147,051","13,655","41,478",,0.99,2.14,0,"80,390","8,413","1,087","89,890","38,630",238,"128,282","351,357","451,354",0.56,0.63
NYIS,21Jun2021,Eastern,N,"515,240","531,239","434,552","-96,687",0,"244,116","79,211","13,524","72,797",0,"20,485","4,350",,"-37,023","-12,613","4,660","-51,712","43,405","49,888","22,185","31,566","35,497","73,653","10,163","24,772","180,010","14,496","45,475",,0.99,2.13,0,"109,433","13,053","1,178","123,664","39,743","1,491","161,916","434,483","531,171",0.63,0.67
NYIS,22Jun2021,Eastern,N,"446,592","446,933","359,746","-87,187",0,"183,788","79,097","13,118","69,581",0,"8,786","5,301",,"-35,854","-10,201","8,281","-49,417","35,106","39,872","18,313","24,292","27,286","65,486","8,055","20,763","155,375","13,966","38,289",,0.99,2.12,0,"82,329","12,608","1,084","96,022","38,428","3,053","131,397","359,671","446,862",0.59,0.65
NYIS,23Jun2021,Eastern,N,"390,767","392,962","320,304","-72,658",0,"148,127","78,353","15,050","68,882",0,"5,308","4,500",,"-36,800","-12,575","6,160","-29,441","30,614","37,708","14,989","24,217","22,665","53,938","6,732","18,903","129,862","13,698","39,507",,0.99,2.12,0,"66,235","14,466","1,046","81,747","29,041","1,787","109,001","320,220","392,876",0.56,0.61
NYIS,24Jun2021,Eastern,N,"397,421","411,361","333,011","-78,350",0,"155,987","78,619","13,270","65,264",0,"16,070","3,730",,"-35,134","-11,546","10,567","-42,236","32,093","39,167","15,709","26,889","23,757","56,592","6,743","19,680","133,803","13,990","42,808",,0.98,2.14,0,"69,565","12,864","1,090","83,520","32,976","2,892","113,604","332,940","411,289",0.55,0.61
NYIS,25Jun2021,Eastern,N,"414,523","435,296","347,576","-87,720",0,"162,253","77,668","14,295","72,310",0,"16,528","4,458",,"-31,969","-16,322",758,"-40,190","33,764","42,666","16,442","30,132","25,053","60,215","7,363","21,020","138,370","14,059","46,084",,0.98,2.12,0,"72,311","13,735","1,139","87,185","34,782",866,"121,101","347,512","435,235",0.55,0.61
NYIS,26Jun2021,Eastern,N,"438,627","464,480","367,329","-97,151",0,"178,004","76,695","14,659","70,084",0,"23,253","4,562",,"-34,501","-24,455",-602,"-37,588","36,812","44,434","18,074","31,149","29,165","67,512","8,493","22,100","147,001","13,998","45,613",,0.99,2.12,0,"79,582","14,087","1,163","94,832","38,492",270,"133,054","367,257","464,403",0.57,0.63
NYIS,27Jun2021,Eastern,N,"485,410","510,104","402,199","-107,905",0,"208,011","78,042","13,471","72,796",0,"25,156","4,653",,"-33,830","-27,290","1,146","-47,931","42,390","49,846","19,949","34,315","34,297","72,147","9,928","24,607","159,179","14,808","48,506",,0.99,2.12,0,"92,949","12,952","1,203","107,104","46,390","1,131","152,363","402,129","510,034",0.59,0.66
NYIS,28Jun2021,Eastern,N,"564,740","594,510","493,096","-101,414",0,"292,772","78,506","17,793","84,916",0,"14,219","4,821",,"-39,118","-14,645","8,178","-55,831","48,219","56,389","24,443","39,259","40,083","84,216","11,548","27,598","194,131","15,487","53,004",,0.98,2.17,0,"130,606","17,511","1,215","149,332","48,961","2,902","195,391","493,027","594,443",0.67,0.72
NYIS,29Jun2021,Eastern,N,"586,662","618,929","517,941","-100,988",0,"333,410","77,919","20,079","75,998",0,"5,744","4,720",,"-39,320","-23,155","18,226","-56,737","48,221","55,316","26,604","39,151","42,259","91,033","12,599","27,867","206,885","14,913","53,955",,0.98,2.18,0,"148,591","19,848","1,095","169,535","54,584","6,391","217,728","517,870","618,856",0.72,0.78
NYIS,30Jun2021,Eastern,N,"585,815","614,517","531,876","-82,641",0,"337,596","77,683","27,389","68,831",0,"15,629","4,677",,"-30,520","-24,064","23,109","-51,166","45,257","52,763","27,627","36,363","41,209","94,275","12,424","26,988","212,086","15,041","50,357",,0.98,2.16,0,"150,242","26,782","1,111","178,136","48,451","8,197","218,390","531,805","614,446",0.74,0.78
NYIS,01Jul2021,Eastern,N,"534,352","529,786","412,270","-117,516",0,"246,993","78,170","14,686","66,649",0,"1,004","4,701",,"-39,040","-29,873","11,560","-60,161","39,413","46,784","22,182","30,300","32,512","78,935","9,724","23,760","185,946","14,459","45,640",,0.98,2.12,0,"110,183","14,118","1,003","125,303","56,700","3,880","178,124","412,203","529,717",0.67,0.74
NYIS,02Jul2021,Eastern,N,"467,351","465,323","342,676","-122,647",0,"173,276","78,238","13,828","68,756",0,"3,653","4,850",,"-38,373","-26,215","-2,060","-56,000","34,464","41,728","19,104","25,932","28,842","68,574","8,467","22,034","161,877","14,101","40,071",,0.98,2.11,0,"77,407","13,263","1,036","91,706","51,129",871,"141,963","342,601","465,249",0.59,0.67
