BA,Local date,Time zone,Generation only?,DF,D,NG,TI,NG: COL,NG: NG,NG: NUC,NG: OIL,NG: WAT,NG: SUN,NG: WND,NG: OTH,NG: UNK,BPAT,CISO,IPCO,LDWP,PACE,WALC,CO2 Factor: COL,CO2 Factor: NG,CO2 Factor: OIL,CO2 Emissions: COL,CO2 Emissions: NG,CO2 Emissions: OIL,CO2 Emissions: Other,CO2 Emissions Generated,CO2 Emissions Imported,CO2 Emissions Exported,CO2 Emissions Consumed,Positive Generation,Consumed Electricity,CO2 Emissions Intensity for Generated Electricity,CO2 Emissions Intensity for Consumed Electricity
NEVP,03Dec2015,Pacific,N,"91,137","91,419","78,222","-13,197",,,,,,,,,,"-2,628","-1,515","-5,205","-16,384","-5,171","17,706",,,,,,,,,,,,,,,
NEVP,04Dec2015,Pacific,N,"91,081","90,923","77,768","-13,155",,,,,,,,,,"-1,973",-376,"-3,831","-19,311","-4,143","16,479",,,,,,,,,,,,,,,
NEVP,05Dec2015,Pacific,N,"88,882","88,919","76,296","-12,623",,,,,,,,,,"-3,634","-1,870","-1,257","-17,453","-5,249","16,840",,,,,,,,,,,,,,,
NEVP,06Dec2015,Pacific,N,"87,937","86,199","75,798","-10,401",,,,,,,,,,"-3,693",-855,"-2,034","-17,773","-4,546","18,500",,,,,,,,,,,,,,,
NEVP,07Dec2015,Pacific,N,"90,714","89,019","75,178","-13,841",,,,,,,,,,"-3,072",-868,"-1,497","-20,698","-3,245","15,539",,,,,,,,,,,,,,,
NEVP,08Dec2015,Pacific,N,"89,885","87,732","78,084","-9,648",,,,,,,,,,"-2,161",-68,"-2,060","-23,022","-3,398","21,061",,,,,,,,,,,,,,,
NEVP,09Dec2015,Pacific,N,"89,195","88,755","77,336","-11,419",,,,,,,,,,"-2,312","-1,092","-2,539","-22,149","-2,693","19,366",,,,,,,,,,,,,,,
NEVP,10Dec2015,Pacific,N,"90,337","89,417","76,121","-13,296",,,,,,,,,,"-2,148",-435,"-2,689","-23,674","-2,825","18,475",,,,,,,,,,,,,,,
NEVP,11Dec2015,Pacific,N,"91,163","89,258","80,242","-9,016",,,,,,,,,,"-2,878",-950,"-1,312","-22,080","-2,629","20,833",,,,,,,,,,,,,,,
NEVP,12Dec2015,Pacific,N,"89,410","88,519","80,121","-8,398",,,,,,,,,,"-2,700",-627,"-1,332","-20,033","-2,487","18,781",,,,,,,,,,,,,,,
NEVP,13Dec2015,Pacific,N,"89,486","88,165","80,132","-8,033",,,,,,,,,,"-1,992",17,"-3,144","-18,637","-4,661","20,294",,,,,,,,,,,,,,,
NEVP,14Dec2015,Pacific,N,"94,827","93,877","82,474","-11,403",,,,,,,,,,"-3,688",-905,-999,"-21,848","-2,298","18,335",,,,,,,,,,,,,,,
NEVP,15Dec2015,Pacific,N,"98,182","95,369","83,440","-11,929",,,,,,,,,,"-4,119",-952,"-1,819","-21,060","-1,982","18,003",,,,,,,,,,,,,,,
NEVP,16Dec2015,Pacific,N,"97,877","94,851","87,474","-7,377",,,,,,,,,,"-3,544",-236,"-1,407","-18,985","-3,299","20,094",,,,,,,,,,,,,,,
NEVP,17Dec2015,Pacific,N,"96,204","95,310","86,448","-8,862",,,,,,,,,,"-2,153",-808,"-1,551","-17,962","-3,513","17,125",,,,,,,,,,,,,,,
NEVP,18Dec2015,Pacific,N,"94,275","93,098","82,938","-10,160",,,,,,,,,,"-2,278",-886,"-2,270","-15,822","-4,309","15,405",,,,,,,,,,,,,,,
NEVP,19Dec2015,Pacific,N,"90,436","90,148","81,813","-8,335",,,,,,,,,,"-2,858",-838,"-2,333","-13,780","-4,521","15,995",,,,,,,,,,,,,,,
NEVP,20Dec2015,Pacific,N,"90,918","89,101","80,523","-8,578",,,,,,,,,,"-4,243",-875,-644,"-13,699","-4,481","15,364",,,,,,,,,,,,,,,
NEVP,21Dec2015,Pacific,N,"93,656","93,948","86,512","-7,436",,,,,,,,,,"-4,163","-1,026",-892,"-15,819","-2,525","16,989",,,,,,,,,,,,,,,
NEVP,22Dec2015,Pacific,N,"92,626","90,046","83,039","-7,007",,,,,,,,,,"-3,625","-1,297",-467,"-15,529","-3,221","17,132",,,,,,,,,,,,,,,
NEVP,23Dec2015,Pacific,N,"92,191","89,956","81,439","-8,517",,,,,,,,,,"-3,283","-1,425",0,"-16,756","-2,407","15,354",,,,,,,,,,,,,,,
NEVP,24Dec2015,Pacific,N,"91,663","89,177","80,968","-8,209",,,,,,,,,,"-2,992",114,0,"-17,438","-3,096","15,203",,,,,,,,,,,,,,,
NEVP,25Dec2015,Pacific,N,"91,119","88,396","75,653","-12,743",,,,,,,,,,"-1,819",324,0,"-19,915","-4,280","12,947",,,,,,,,,,,,,,,
NEVP,26Dec2015,Pacific,N,"95,441","93,060","84,911","-8,149",,,,,,,,,,-968,308,0,"-18,330","-4,000","14,841",,,,,,,,,,,,,,,
NEVP,27Dec2015,Pacific,N,"96,505","93,947","85,329","-8,534",,,,,,,,,,"-2,290",541,0,"-16,106","-7,142","16,463",,,,,,,,,,,,,,,
NEVP,28Dec2015,Pacific,N,"97,320","96,824","86,387","-10,437",,,,,,,,,,"-2,768",231,0,"-17,371","-5,560","15,031",,,,,,,,,,,,,,,
NEVP,29Dec2015,Pacific,N,"98,305","96,052","85,510","-10,542",,,,,,,,,,"-3,697",-666,0,"-18,174","-5,292","17,287",,,,,,,,,,,,,,,
NEVP,30Dec2015,Pacific,N,"97,460","98,155","83,093","-15,062",,,,,,,,,,"-3,978","-1,607",0,"-19,224","-5,714","15,461",,,,,,,,,,,,,,,
NEVP,31Dec2015,Pacific,N,"98,744","98,493","85,635","-12,858",,,,,,,,,,"-2,000","-1,415",0,"-19,016","-5,058","14,631",,,,,,,,,,,,,,,
NEVP,01Jan2016,Pacific,N,"95,010","94,887","82,569","-12,318",,,,,,,,,,"-2,190","-1,101",0,"-19,429","-4,809","15,211",,,,,,,,,,,,,,,
NEVP,02Jan2016,Pacific,N,"96,102","92,567","83,842","-8,725",,,,,,,,,,"-2,044",-374,0,"-17,687","-4,745","16,125",,,,,,,,,,,,,,,
NEVP,03Jan2016,Pacific,N,"92,476","89,193","78,777","-10,416",,,,,,,,,,"-1,620",-183,0,"-18,676","-5,300","15,363",,,,,,,,,,,,,,,
NEVP,04Jan2016,Pacific,N,"92,690","92,772","82,892","-9,880",,,,,,,,,,"-1,880",-300,0,"-18,690","-6,469","17,459",,,,,,,,,,,,,,,
NEVP,05Jan2016,Pacific,N,"91,720","93,231","81,760","-11,471",,,,,,,,,,"-1,876",-873,0,"-21,113","-7,896","20,287",,,,,,,,,,,,,,,
NEVP,06Jan2016,Pacific,N,"90,912","91,962","80,729","-11,233",,,,,,,,,,"-2,754",463,0,"-21,427","-8,429","20,914",,,,,,,,,,,,,,,
NEVP,07Jan2016,Pacific,N,"92,813","92,930","80,079","-12,851",,,,,,,,,,"-2,816",358,0,"-22,779","-6,765","19,151",,,,,,,,,,,,,,,
NEVP,08Jan2016,Pacific,N,"94,006","91,739","78,673","-13,066",,,,,,,,,,"-1,431",21,0,"-23,073","-6,222","17,639",,,,,,,,,,,,,,,
NEVP,09Jan2016,Pacific,N,"92,008","90,617","71,532","-19,085",,,,,,,,,,"-3,774",46,0,"-23,639","-9,353","17,635",,,,,,,,,,,,,,,
NEVP,10Jan2016,Pacific,N,"90,110","88,951","72,442","-16,509",,,,,,,,,,"-4,100",309,0,"-22,544","-10,518","20,344",,,,,,,,,,,,,,,
NEVP,11Jan2016,Pacific,N,"93,941","93,709","73,253","-20,456",,,,,,,,,,"-4,989",154,0,"-24,826","-9,092","18,297",,,,,,,,,,,,,,,
NEVP,12Jan2016,Pacific,N,"93,900","94,699","76,993","-17,706",,,,,,,,,,"-4,619",250,0,"-23,867","-8,711","19,241",,,,,,,,,,,,,,,
NEVP,13Jan2016,Pacific,N,"93,061","93,897","80,522","-13,375",,,,,,,,,,"-4,898",-31,0,"-22,331","-8,171","22,056",,,,,,,,,,,,,,,
NEVP,14Jan2016,Pacific,N,"92,918","93,142","78,641","-14,501",,,,,,,,,,"-3,336",298,0,"-22,978","-8,434","19,949",,,,,,,,,,,,,,,
NEVP,15Jan2016,Pacific,N,"90,930","91,415","73,861","-17,554",,,,,,,,,,"-2,647",930,0,"-25,477","-7,349","16,989",,,,,,,,,,,,,,,
NEVP,16Jan2016,Pacific,N,"89,100","89,479","71,747","-17,732",,,,,,,,,,"-3,189","1,226",0,"-25,343","-7,088","16,662",,,,,,,,,,,,,,,
NEVP,17Jan2016,Pacific,N,"89,071","87,632","81,200","-6,432",,,,,,,,,,"-3,093",704,0,"-20,706","-7,316","23,979",,,,,,,,,,,,,,,
NEVP,18Jan2016,Pacific,N,"90,061","87,825","77,928","-9,897",,,,,,,,,,"-3,289",-492,0,"-21,691","-7,170","22,745",,,,,,,,,,,,,,,
NEVP,19Jan2016,Pacific,N,"90,131","91,693","76,104","-15,589",,,,,,,,,,"-3,402",128,0,"-24,799","-7,551","20,035",,,,,,,,,,,,,,,
NEVP,20Jan2016,Pacific,N,"89,076","88,107","75,092","-13,015",,,,,,,,,,"-2,940",479,0,"-23,542","-6,912","19,900",,,,,,,,,,,,,,,
NEVP,21Jan2016,Pacific,N,"90,788","88,623","77,132","-11,491",,,,,,,,,,"-3,304","1,124",0,"-23,049","-6,540","20,278",,,,,,,,,,,,,,,
NEVP,22Jan2016,Pacific,N,"89,940","89,628","84,279","-5,349",,,,,,,,,,"-3,643",789,0,"-19,447","-5,834","22,786",,,,,,,,,,,,,,,
NEVP,23Jan2016,Pacific,N,"86,997","87,351","74,725","-12,626",,,,,,,,,,"-3,537",804,0,"-22,987","-4,785","17,879",,,,,,,,,,,,,,,
NEVP,24Jan2016,Pacific,N,"86,494","84,999","73,959","-11,040",,,,,,,,,,"-2,743",482,0,"-21,520","-4,781","17,522",,,,,,,,,,,,,,,
NEVP,25Jan2016,Pacific,N,"90,731","88,504","80,842","-7,662",,,,,,,,,,"-3,470",-508,0,"-14,858","-5,899","17,073",,,,,,,,,,,,,,,
NEVP,26Jan2016,Pacific,N,"91,323","89,853","80,648","-9,205",,,,,,,,,,"-3,226",-107,0,"-16,426","-5,222","15,776",,,,,,,,,,,,,,,
NEVP,27Jan2016,Pacific,N,"90,486","89,649","84,920","-4,729",,,,,,,,,,"-3,306",73,0,"-12,748","-7,081","18,333",,,,,,,,,,,,,,,
NEVP,28Jan2016,Pacific,N,"89,558","89,160","82,792","-6,392",,,,,,,,,,"-3,353",709,0,"-14,281","-6,788","17,321",,,,,,,,,,,,,,,
NEVP,29Jan2016,Pacific,N,"88,221","87,125","75,592","-11,533",,,,,,,,,,"-3,002","1,462",0,"-17,636","-6,796","14,439",,,,,,,,,,,,,,,
NEVP,30Jan2016,Pacific,N,"85,813","84,365","71,863","-12,502",,,,,,,,,,"-3,110","1,526",0,"-18,191","-5,239","12,512",,,,,,,,,,,,,,,
NEVP,31Jan2016,Pacific,N,"86,203","86,069","76,550","-9,519",,,,,,,,,,"-2,240","2,740",0,"-17,544","-8,221","15,746",,,,,,,,,,,,,,,
NEVP,01Feb2016,Pacific,N,"93,211","94,247","81,713","-12,534",,,,,,,,,,"-2,929",978,0,"-18,104","-7,005","14,526",,,,,,,,,,,,,,,
NEVP,02Feb2016,Pacific,N,"95,424","96,476","87,171","-9,305",,,,,,,,,,"-2,776","-3,865",0,"-13,345","-6,181","16,862",,,,,,,,,,,,,,,
NEVP,03Feb2016,Pacific,N,"95,538","96,968","84,694","-12,274",,,,,,,,,,"-2,768","-5,508",0,"-10,768","-7,041","13,811",,,,,,,,,,,,,,,
NEVP,04Feb2016,Pacific,N,"93,867","94,169","81,699","-12,470",,,,,,,,,,"-1,978","-5,744",0,"-11,073","-5,784","12,109",,,,,,,,,,,,,,,
NEVP,05Feb2016,Pacific,N,"92,707","92,026","77,962","-14,064",,,,,,,,,,"-2,136","-5,380",0,"-13,182","-6,348","12,982",,,,,,,,,,,,,,,
NEVP,06Feb2016,Pacific,N,"88,196","87,086","76,144","-10,942",,,,,,,,,,"-2,690","-1,850",0,"-12,863","-7,613","14,074",,,,,,,,,,,,,,,
NEVP,07Feb2016,Pacific,N,"86,049","84,369","70,589","-13,780",,,,,,,,,,"-2,762",-590,0,"-15,961","-6,698","12,231",,,,,,,,,,,,,,,
NEVP,08Feb2016,Pacific,N,"88,776","86,821","72,948","-13,873",,,,,,,,,,"-3,137","-4,123",0,"-13,347","-6,602","13,336",,,,,,,,,,,,,,,
NEVP,09Feb2016,Pacific,N,"88,134","86,532","79,335","-7,197",,,,,,,,,,"-3,164","-4,422",0,"-10,190","-6,746","17,325",,,,,,,,,,,,,,,
NEVP,10Feb2016,Pacific,N,"87,308","85,902","79,046","-6,856",,,,,,,,,,"-2,981","-1,775",0,"-11,122","-8,704","17,726",,,,,,,,,,,,,,,
NEVP,11Feb2016,Pacific,N,"87,420","86,586","75,906","-10,680",,,,,,,,,,"-2,983","-4,163",0,"-11,040","-8,282","15,788",,,,,,,,,,,,,,,
NEVP,12Feb2016,Pacific,N,"86,764","85,613","78,283","-7,330",,,,,,,,,,"-2,607",325,0,"-11,756","-9,688","16,396",,,,,,,,,,,,,,,
NEVP,13Feb2016,Pacific,N,"83,876","82,517","67,764","-14,753",,,,,,,,,,"-2,700",-37,0,"-15,021","-7,568","10,573",,,,,,,,,,,,,,,
NEVP,14Feb2016,Pacific,N,"82,926","80,816","68,207","-12,609",,,,,,,,,,"-2,966",770,0,"-15,469","-6,631","11,687",,,,,,,,,,,,,,,
NEVP,15Feb2016,Pacific,N,"85,460","83,703","72,083","-11,620",,,,,,,,,,"-2,885",-59,0,"-15,297","-6,037","12,658",,,,,,,,,,,,,,,
NEVP,16Feb2016,Pacific,N,"86,320","83,847","72,960","-10,887",,,,,,,,,,"-2,157",-151,0,"-14,495","-9,748","15,664",,,,,,,,,,,,,,,
NEVP,17Feb2016,Pacific,N,"86,695","84,027","73,271","-10,756",,,,,,,,,,"-1,024","1,134",0,"-15,983","-8,438","13,555",,,,,,,,,,,,,,,
NEVP,18Feb2016,Pacific,N,"86,706","84,360","74,623","-9,737",,,,,,,,,,"-1,736","1,927",0,"-15,514","-5,371","10,957",,,,,,,,,,,,,,,
NEVP,19Feb2016,Pacific,N,"86,881","84,311","75,676","-8,635",,,,,,,,,,"-2,745",62,"-1,475","-14,389","-4,193","14,105",,,,,,,,,,,,,,,
NEVP,20Feb2016,Pacific,N,"84,380","80,542","68,530","-12,012",,,,,,,,,,"-2,935",-246,"-2,609","-15,390","-4,116","13,284",,,,,,,,,,,,,,,
NEVP,21Feb2016,Pacific,N,"82,785","79,374","67,958","-11,416",,,,,,,,,,"-2,493",-779,"-1,418","-16,104","-2,311","11,689",,,,,,,,,,,,,,,
NEVP,22Feb2016,Pacific,N,"85,885","82,461","76,205","-6,256",,,,,,,,,,"-1,581",307,"-1,769","-10,946","-2,714","10,447",,,,,,,,,,,,,,,
NEVP,23Feb2016,Pacific,N,"86,145","83,173","76,010","-7,163",,,,,,,,,,"-2,561","1,745","-1,758","-11,848","-6,043","13,302",,,,,,,,,,,,,,,
NEVP,24Feb2016,Pacific,N,"86,244","83,260","73,356","-9,904",,,,,,,,,,"-2,421",747,"-1,973","-12,904","-5,245","11,892",,,,,,,,,,,,,,,
NEVP,25Feb2016,Pacific,N,"85,946","83,902","76,207","-7,695",,,,,,,,,,"-2,411",664,"-1,945","-11,961","-5,236","13,194",,,,,,,,,,,,,,,
NEVP,26Feb2016,Pacific,N,"85,022","83,402","75,272","-8,130",,,,,,,,,,"-2,828",498,"-2,256","-13,325","-3,778","13,559",,,,,,,,,,,,,,,
NEVP,27Feb2016,Pacific,N,"83,060","80,520","70,773","-9,747",,,,,,,,,,"-2,848",-528,"-2,208","-14,586","-2,268","12,691",,,,,,,,,,,,,,,
NEVP,28Feb2016,Pacific,N,"81,867","79,530","71,292","-8,238",,,,,,,,,,"-2,736",277,"-1,922","-14,500","-3,184","13,831",,,,,,,,,,,,,,,
NEVP,29Feb2016,Pacific,N,"86,430","83,805","75,273","-8,532",,,,,,,,,,"-2,897","-2,214","-1,648","-17,148","-3,461","18,836",,,,,,,,,,,,,,,
NEVP,01Mar2016,Pacific,N,"86,382","83,565","73,431","-10,134",,,,,,,,,,"-2,913","-2,255","-2,865","-19,004","-2,455","19,358",,,,,,,,,,,,,,,
NEVP,02Mar2016,Pacific,N,"86,896","83,767","70,962","-12,804",,,,,,,,,,"-3,733",144,"-3,123","-20,689","-2,303","16,899",,,,,,,,,,,,,,,
NEVP,03Mar2016,Pacific,N,"87,608","84,313","77,524","-6,789",,,,,,,,,,"-3,168","1,487","-3,238","-17,826","-2,066","18,022",,,,,,,,,,,,,,,
NEVP,04Mar2016,Pacific,N,"86,559","84,352","74,948","-9,404",,,,,,,,,,"-3,687","1,136","-3,207","-15,374","-2,897","14,625",,,,,,,,,,,,,,,
NEVP,05Mar2016,Pacific,N,"83,629","81,021","74,852","-6,169",,,,,,,,,,"-2,437","2,543","-3,796","-17,401","-2,758","17,680",,,,,,,,,,,,,,,
NEVP,06Mar2016,Pacific,N,"81,156","79,358","66,427","-12,931",,,,,,,,,,"-2,576",-155,"-3,378","-18,096",520,"10,754",,,,,,,,,,,,,,,
NEVP,07Mar2016,Pacific,N,"85,354","84,723","76,185","-8,538",,,,,,,,,,"-2,984",-425,"-3,571","-16,825","-2,240","17,507",,,,,,,,,,,,,,,
NEVP,08Mar2016,Pacific,N,"85,406","84,536","70,514","-14,022",,,,,,,,,,"-3,235","-1,730","-3,586","-18,591",-763,"13,883",,,,,,,,,,,,,,,
NEVP,09Mar2016,Pacific,N,"84,961","83,505","70,129","-13,376",,,,,,,,,,"-1,984",122,"-2,664","-20,051","-1,827","13,028",,,,,,,,,,,,,,,
NEVP,10Mar2016,Pacific,N,"85,462","84,561","71,583","-12,978",,,,,,,,,,"-2,310",-590,"-3,945","-18,919","-1,787","14,573",,,,,,,,,,,,,,,
NEVP,11Mar2016,Pacific,N,"85,981","84,188","72,845","-11,343",,,,,,,,,,"-2,723","1,239","-4,350","-18,181","-2,083","14,755",,,,,,,,,,,,,,,
NEVP,12Mar2016,Pacific,N,"81,697","80,471","70,765","-9,706",,,,,,,,,,"-2,442","-1,969","-1,868","-8,739","-1,386","6,698",,,,,,,,,,,,,,,
NEVP,13Mar2016,Pacific,N,,"76,705","70,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEVP,14Mar2016,Pacific,N,"85,236","83,828","71,680","-12,148",,,,,,,,,,"-3,614",-894,"-4,878","-10,553","-3,026","10,817",,,,,,,,,,,,,,,
NEVP,15Mar2016,Pacific,N,"84,374","83,881","70,016","-13,865",,,,,,,,,,"-3,272","-4,110","-4,386","-10,248","-3,433","11,584",,,,,,,,,,,,,,,
NEVP,16Mar2016,Pacific,N,"84,225","83,868","72,115","-11,753",,,,,,,,,,"-3,473","-4,968","-4,427","-7,452","-3,934","12,501",,,,,,,,,,,,,,,
NEVP,17Mar2016,Pacific,N,"84,902","84,798","70,027","-14,771",,,,,,,,,,"-3,242","-4,966","-4,335","-9,837","-3,158","10,767",,,,,,,,,,,,,,,
NEVP,18Mar2016,Pacific,N,"84,543","84,902","69,451","-15,451",,,,,,,,,,"-2,874","-4,874","-4,351","-10,456","-3,588","10,692",,,,,,,,,,,,,,,
NEVP,19Mar2016,Pacific,N,"82,624","81,381","67,548","-13,833",,,,,,,,,,"-2,633","-3,181","-4,729","-12,043","-2,868","11,621",,,,,,,,,,,,,,,
NEVP,20Mar2016,Pacific,N,"83,660","81,343","69,822","-11,521",,,,,,,,,,"-2,574","-1,503","-5,319","-11,748","-3,097","12,720",,,,,,,,,,,,,,,
NEVP,21Mar2016,Pacific,N,"86,786","84,551","72,438","-12,113",,,,,,,,,,"-3,106",-230,"-5,064","-12,559","-3,879","12,725",,,,,,,,,,,,,,,
NEVP,22Mar2016,Pacific,N,"85,188","83,359","67,652","-15,707",,,,,,,,,,"-3,109","-2,893","-4,739","-13,318","-1,892","10,244",,,,,,,,,,,,,,,
NEVP,23Mar2016,Pacific,N,"84,505","82,539","72,592","-9,947",,,,,,,,,,"-3,413","-4,132","-4,773","-8,485","-3,279","14,135",,,,,,,,,,,,,,,
NEVP,24Mar2016,Pacific,N,"85,145","82,609","68,239","-14,370",,,,,,,,,,"-3,041","-2,773","-6,148","-12,038","-3,534","13,164",,,,,,,,,,,,,,,
NEVP,25Mar2016,Pacific,N,"84,732","82,542","69,975","-12,567",,,,,,,,,,"-3,127","-1,478","-5,085","-14,803","-2,134","14,060",,,,,,,,,,,,,,,
NEVP,26Mar2016,Pacific,N,"81,162","78,252","69,162","-9,090",,,,,,,,,,-941,"-2,049","-4,626","-14,030","-1,632","14,188",,,,,,,,,,,,,,,
NEVP,27Mar2016,Pacific,N,"80,040","77,179","64,663","-12,516",,,,,,,,,,0,"-2,023","-6,178","-12,401","-2,144","10,230",,,,,,,,,,,,,,,
NEVP,28Mar2016,Pacific,N,"85,760","83,389","75,198","-8,191",,,,,,,,,,-5,-804,"-5,609","-13,001","-1,593","12,821",,,,,,,,,,,,,,,
NEVP,29Mar2016,Pacific,N,"85,332","82,550","75,598","-6,952",,,,,,,,,,-10,"-2,045","-4,676","-12,110",-530,"12,419",,,,,,,,,,,,,,,
NEVP,30Mar2016,Pacific,N,"85,339","82,841","74,446","-8,395",,,,,,,,,,-14,-164,"-5,624","-13,724","-2,054","13,185",,,,,,,,,,,,,,,
NEVP,31Mar2016,Pacific,N,"85,776","82,494","69,942","-12,552",,,,,,,,,,-11,"-2,123","-6,058","-16,054",-470,"12,164",,,,,,,,,,,,,,,
NEVP,01Apr2016,Pacific,N,"84,914","82,148","70,754","-11,394",,,,,,,,,,-12,"-1,616","-6,408","-14,633","-3,243","14,518",,,,,,,,,,,,,,,
NEVP,02Apr2016,Pacific,N,"83,032","80,644","70,539","-10,105",,,,,,,,,,-14,"-3,587","-4,758","-13,992","-2,210","14,456",,,,,,,,,,,,,,,
NEVP,03Apr2016,Pacific,N,"83,555","80,860","67,384","-13,476",,,,,,,,,,-12,"-3,713","-4,094","-15,648","-2,661","12,652",,,,,,,,,,,,,,,
NEVP,04Apr2016,Pacific,N,"89,348","85,747","68,006","-17,741",,,,,,,,,,-409,"-3,372","-5,898","-17,615","-2,672","12,225",,,,,,,,,,,,,,,
NEVP,05Apr2016,Pacific,N,"91,843","87,677","71,818","-15,859",,,,,,,,,,-870,"-5,222","-5,121","-13,181","-4,345","12,880",,,,,,,,,,,,,,,
NEVP,06Apr2016,Pacific,N,"91,271","87,160","73,732","-13,428",,,,,,,,,,"-1,099","-4,770","-4,591","-10,301","-5,546","12,879",,,,,,,,,,,,,,,
NEVP,07Apr2016,Pacific,N,"91,184","86,872","76,634","-10,238",,,,,,,,,,-701,"-2,994","-4,369","-11,765","-4,799","14,383",,,,,,,,,,,,,,,
NEVP,08Apr2016,Pacific,N,"88,011","83,175","76,211","-6,964",,,,,,,,,,-520,-539,"-4,167","-12,820","-4,442","15,524",,,,,,,,,,,,,,,
NEVP,09Apr2016,Pacific,N,"83,114","78,280","73,038","-5,242",,,,,,,,,,"-1,263",-368,"-5,283","-11,045","-5,496","18,213",,,,,,,,,,,,,,,
NEVP,10Apr2016,Pacific,N,"80,258","76,134","67,511","-8,623",,,,,,,,,,"-1,824","-1,413","-5,081","-13,310","-3,104","16,109",,,,,,,,,,,,,,,
NEVP,11Apr2016,Pacific,N,"84,989","79,225","72,547","-6,678",,,,,,,,,,"-1,708","-1,494","-4,986","-12,059","-3,466","17,035",,,,,,,,,,,,,,,
NEVP,12Apr2016,Pacific,N,"85,767","81,250","70,272","-10,978",,,,,,,,,,"-1,940","-2,949","-5,066","-12,761","-3,324","15,062",,,,,,,,,,,,,,,
NEVP,13Apr2016,Pacific,N,"86,835","82,857","71,284","-11,573",,,,,,,,,,"-1,618","-3,555","-4,928","-13,662","-2,835","15,025",,,,,,,,,,,,,,,
NEVP,14Apr2016,Pacific,N,"87,161","83,499","72,787","-10,712",,,,,,,,,,"-2,006","-2,339","-5,938","-13,655","-3,431","16,657",,,,,,,,,,,,,,,
NEVP,15Apr2016,Pacific,N,"83,126","80,401","68,248","-12,153",,,,,,,,,,"-1,913","-2,398","-5,606","-14,392","-2,910","15,066",,,,,,,,,,,,,,,
NEVP,16Apr2016,Pacific,N,"81,923","77,651","67,329","-10,322",,,,,,,,,,"-1,252","-2,872","-5,248","-12,418","-4,055","15,523",,,,,,,,,,,,,,,
NEVP,17Apr2016,Pacific,N,"82,615","78,413","68,376","-10,037",,,,,,,,,,"-1,211","-2,362","-5,069","-12,937","-3,167","14,709",,,,,,,,,,,,,,,
NEVP,18Apr2016,Pacific,N,"87,474","84,179","75,995","-8,184",,,,,,,,,,"-1,907","-1,372","-5,137","-11,534","-3,660","15,426",,,,,,,,,,,,,,,
NEVP,19Apr2016,Pacific,N,"90,105","86,137","79,336","-6,801",,,,,,,,,,"-2,333","-1,142","-5,293","-10,954","-4,045","16,966",,,,,,,,,,,,,,,
NEVP,20Apr2016,Pacific,N,"93,976","89,253","81,467","-7,786",,,,,,,,,,"-2,163","-1,480","-4,749","-11,946","-3,566","16,118",,,,,,,,,,,,,,,
NEVP,21Apr2016,Pacific,N,"95,100","91,195","83,350","-7,845",,,,,,,,,,"-2,124","-1,332","-4,921","-12,991","-2,861","16,384",,,,,,,,,,,,,,,
NEVP,22Apr2016,Pacific,N,"93,820","92,189","79,916","-12,273",,,,,,,,,,"-2,487","-2,395","-5,024","-14,301","-2,977","14,911",,,,,,,,,,,,,,,
NEVP,23Apr2016,Pacific,N,"86,752","81,543","64,409","-17,134",,,,,,,,,,"-2,936","-2,672","-5,872","-14,547","-1,970","10,863",,,,,,,,,,,,,,,
NEVP,24Apr2016,Pacific,N,"85,265","80,312","63,546","-16,766",,,,,,,,,,"-2,417","-2,044","-5,699","-14,838","-2,350","10,582",,,,,,,,,,,,,,,
NEVP,25Apr2016,Pacific,N,"85,751","81,317","69,120","-12,197",,,,,,,,,,"-2,813",-842,"-5,560","-15,200","-2,523","14,741",,,,,,,,,,,,,,,
NEVP,26Apr2016,Pacific,N,"85,911","82,145","70,717","-11,428",,,,,,,,,,"-2,835","-1,806","-5,501","-14,988","-1,669","15,371",,,,,,,,,,,,,,,
NEVP,27Apr2016,Pacific,N,"86,117","81,918","70,163","-11,755",,,,,,,,,,"-3,153","-1,390","-5,170","-13,613",-688,"12,259",,,,,,,,,,,,,,,
NEVP,28Apr2016,Pacific,N,"84,907","81,594","70,294","-11,300",,,,,,,,,,"-3,100",-790,"-5,439","-13,911","-1,306","13,246",,,,,,,,,,,,,,,
NEVP,29Apr2016,Pacific,N,"87,073","81,968","71,594","-10,374",,,,,,,,,,"-2,834","-1,930","-5,191","-8,833","-1,632","10,046",,,,,,,,,,,,,,,
NEVP,30Apr2016,Pacific,N,"82,261","78,433","74,010","-4,423",,,,,,,,,,"-1,470",97,"-4,802","-7,575","-3,902","13,229",,,,,,,,,,,,,,,
NEVP,01May2016,Pacific,N,"81,683","77,347","73,789","-3,558",,,,,,,,,,-626,-892,"-4,427","-6,734","-3,666","12,787",,,,,,,,,,,,,,,
NEVP,02May2016,Pacific,N,"87,997","83,899","78,155","-5,744",,,,,,,,,,"-1,621","-3,568","-4,587","-4,755","-2,956","11,743",,,,,,,,,,,,,,,
NEVP,03May2016,Pacific,N,"90,593","87,171","79,248","-7,923",,,,,,,,,,"-2,886","-4,035","-5,373","-4,916","-2,968","12,255",,,,,,,,,,,,,,,
NEVP,04May2016,Pacific,N,"96,566","92,153","83,605","-8,548",,,,,,,,,,"-3,866","-2,950","-5,677","-5,759","-1,663","11,367",,,,,,,,,,,,,,,
